codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km,log_precio,log_superficie_construida_m2,precio_m2,precio_m2_municipio_media,ratio_dormitorios_superficie,ratio_banos_superficie,habitaciones,ratio_habitaciones_superficie,interaccion_superficie_banos,interaccion_superficie_habitaciones,planta_num,interaccion_planta_sin_ascensor_piso,latitud_2,longitud_2,interaccion_latitud_longitud,distancia_centro_municipio_km,inv_distancia_min_playa_km,inv_distancia_min_supermercado_km,inv_distancia_min_colegio_km,score_cercania_servicios,superficie_construida_m2_2,numero_banos_2,numero_dormitorios_2,habitaciones_2,tipologia_unificada_piso,tipologia_unificada_unifamiliar,subtipologia_casaDePueblo,subtipologia_countryHouse,subtipologia_desconocido,subtipologia_duplex,subtipologia_independantHouse,subtipologia_penthouse,subtipologia_semidetachedHouse,subtipologia_studio,subtipologia_terracedHouse,provincia_Cantabria,provincia_Vizcaya,municipio_Ampuero,municipio_Barcena de Cicero,municipio_Camargo,municipio_Cartes,municipio_Castro-Urdiales,municipio_Colindres,municipio_Cudon,municipio_El Astillero,municipio_Entrambasaguas,municipio_Gallarta,municipio_Getxo,municipio_Guarnizo,municipio_Guriezo,municipio_Laredo,municipio_Liendo,municipio_Limpias,municipio_Marina de Cudeyo,municipio_Miengo,municipio_Noja,municipio_Piélagos,municipio_Polanco,municipio_Ramales de la Victoria,municipio_Reocin,municipio_Ribamontan al Mar,municipio_Santa Cruz de Bezana,municipio_Santa Maria de Cayon,municipio_Santander,municipio_Santillana del Mar,municipio_Santoña,municipio_Santurtzi,municipio_Sobremazas,municipio_Solares,municipio_Suances,municipio_Torrelavega,municipio_Villaescusa,municipio_Villapresente,municipio_Viveda,municipio_Voto,distrito_Alisal - Cazoña - San Román,distrito_Bezana,distrito_Boo,distrito_Brazomar,distrito_Carlos V,distrito_Castilla - Hermida,distrito_Centro,distrito_Centro - Ayuntamiento,distrito_Cerezo - Aspla - Torres,distrito_Ciudad Nueva,distrito_Cotolino,distrito_Covadonga - Campuzano - Ciudad Vergel,distrito_Cuatro Caminos,distrito_Cueto,distrito_El Callejo - La Pesquera - La Arenosa,distrito_El Puntal,distrito_El Sardinero,distrito_General Dávila,distrito_Inmobiliaria - Barreda,distrito_La Pereda,distrito_La Txitxarra - Murrieta - Parke Santurtzi,distrito_Las Viñas,distrito_Liencres,distrito_Los Castros,distrito_Maliaño,distrito_Mamariga,distrito_Mioño-Santullán,distrito_Monte,distrito_Mortera,distrito_Muriedas,distrito_Numancia - San Fernando,distrito_Oriñón-Allendagua,distrito_Oruña,distrito_Parbayón,distrito_Peñacastillo - Nuevamontaña,distrito_Playa Ostende,distrito_Puerto Chico,distrito_Renedo,distrito_Ris,distrito_Samano,distrito_Somo,distrito_Soto de la Marina,distrito_Sta. María de Getxo,distrito_Tregadín,distrito_Valdenoja,distrito_Zona Playa,distrito_Zurita,distrito_desconocido
97208216,750.0,85.0,2,1,flat,43.4563734,-3.8180665,1.0,1,1,0,0,2.71,0.157,0.195,6.620073206530356,4.442651256490317,8.823529411764707,13.922324389785988,0.023529411764705882,0.011764705882352941,3,0.03529411764705882,85.0,255.0,1,0,1888.4563890802274,14.57763179842225,-165.91932349003108,1.0930470821126557,0.2695417789757412,0.8643042350907519,0.8368200836820083,0.6568886992495006,7225.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110030608,1200.0,130.0,3,2,flat,43.4606917,-3.8202402,5.0,1,1,0,0,2.481,0.086,0.154,7.090076835776092,4.867534450455582,9.23076923076923,13.922324389785988,0.023076923076923078,0.015384615384615385,5,0.038461538461538464,260.0,650.0,5,0,1888.8317230424486,14.594235185696041,-166.03028155214633,0.9376315704725358,0.2872737719046251,0.9208103130755064,0.8665511265164645,0.6915450704988654,16900.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109001374,900.0,50.0,1,1,flat,43.4607322,-3.8078992,1.0,1,1,0,0,1.809,0.234,0.298,6.802394763324311,3.912023005428146,18.0,13.922324389785988,0.02,0.02,2,0.04,50.0,100.0,1,0,1888.8352433601171,14.50009631736064,-165.49408737579424,0.3906088029281306,0.35599857600569595,0.8103727714748784,0.7704160246533127,0.6455957907112957,2500.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110024070,1290.0,118.0,3,2,flat,43.4619807,-3.8100871,4.0,1,1,0,0,1.973,0.173,0.218,7.162397497355718,4.770684624465665,10.932203389830509,13.922324389785988,0.025423728813559324,0.01694915254237288,5,0.0423728813559322,236.0,590.0,4,0,1888.9437663671724,14.51676370958641,-165.59393200551895,0.23151072942794904,0.33636057854019513,0.8525149190110827,0.8210180623973727,0.6699645199828835,13924.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95000199,1000.0,110.0,3,1,flat,43.4628751,-3.8140782,1.0,1,1,1,0,2.293,0.115,0.274,6.907755278982137,4.700480365792417,9.090909090909092,13.922324389785988,0.02727272727272727,0.00909090909090909,4,0.03636363636363636,110.0,440.0,1,0,1889.0215119581999,14.54719251571524,-165.77080442823282,0.3857097515605946,0.30367446097783174,0.8968609865470852,0.7849293563579278,0.6618216012942816,12100.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109496696,890.0,79.0,2,1,flat,43.4602303,-3.8208421,8.0,1,1,0,0,2.5,0.089,0.156,6.7912214627261855,4.3694478524670215,11.265822784810126,13.922324389785988,0.02531645569620253,0.012658227848101266,3,0.0379746835443038,79.0,237.0,8,0,1888.791617729038,14.59883435313241,-166.05467760593564,1.0029388922154825,0.2857142857142857,0.9182736455463728,0.8650519031141869,0.6896799447916151,6241.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109999556,750.0,60.0,1,1,flat,43.460454,-3.809327,3.0,1,1,0,0,1.927,0.176,0.337,6.620073206530356,4.0943445622221,12.5,13.922324389785988,0.016666666666666666,0.016666666666666666,2,0.03333333333333333,60.0,120.0,3,0,1888.8110618861158,14.510972192929001,-165.555080854458,0.39798375110705964,0.341646737273659,0.8503401360544218,0.7479431563201197,0.6466433432160669,3600.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109999060,900.0,65.0,1,1,flat,43.4625256,-3.8077682,3.0,1,1,0,0,1.784,0.066,0.104,6.802394763324311,4.174387269895637,13.846153846153847,13.922324389785988,0.015384615384615385,0.015384615384615385,2,0.03076923076923077,65.0,130.0,3,0,1888.9911315306554,14.499098664931239,-165.4952228713659,0.2216071386758533,0.3591954022988506,0.9380863039399624,0.9057971014492753,0.7343596025626962,4225.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109989749,900.0,78.0,2,2,flat,43.4818972,-3.7915744,1.0,1,1,0,0,0.546,0.42,0.156,6.802394763324311,4.356708826689592,11.538461538461538,13.922324389785988,0.02564102564102564,0.02564102564102564,4,0.05128205128205128,156.0,312.0,1,0,1890.6753841113677,14.37603643073536,-164.86484828695168,2.4610271809133812,0.6468305304010349,0.7042253521126761,0.8650519031141869,0.7387025952092993,6084.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109981417,750.0,68.0,2,1,flat,43.4663654,-3.8029901,1.0,1,0,0,0,1.455,0.181,0.108,6.620073206530356,4.219507705176107,11.029411764705882,13.922324389785988,0.029411764705882353,0.014705882352941176,3,0.04411764705882353,68.0,204.0,1,1,1889.3249210863173,14.462733700698012,-165.30215729918254,0.5912635272016162,0.40733197556008144,0.8467400508044031,0.9025270758122743,0.7188663673922528,4624.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107312964,970.0,80.0,2,1,flat,43.4640672,-3.7935675,5.0,0,1,0,0,0.654,0.134,0.039,6.877296071497428,4.382026634673881,12.125,13.922324389785988,0.025,0.0125,3,0.0375,80.0,240.0,5,0,1889.125137566116,14.39115437705625,-164.883872747736,1.291594043391983,0.6045949214026602,0.8818342151675486,0.9624639076034649,0.8162976813912245,6400.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109978502,790.0,62.0,1,1,flat,43.4626596,-3.7885596,6.0,1,1,0,0,0.234,0.178,0.248,6.6720329454610665,4.127134385045092,12.741935483870968,13.922324389785988,0.016129032258064516,0.016129032258064516,2,0.03225806451612903,62.0,124.0,6,0,1889.0027795054723,14.353183842752161,-164.66087626911218,1.7025945249870211,0.8103727714748784,0.8488964346349746,0.8012820512820513,0.820183752463968,3844.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109636074,850.0,90.0,3,1,flat,43.4709068,-3.7949206,8.0,1,1,0,0,0.95,0.214,0.277,6.745236349484363,4.499809670330265,9.444444444444445,13.922324389785988,0.03333333333333333,0.011111111111111112,4,0.044444444444444446,90.0,360.0,8,0,1889.7197380142863,14.40142236030436,-164.9686397160001,1.4081179106671513,0.5128205128205129,0.8237232289950577,0.783085356303837,0.7065430327064691,8100.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109966565,1500.0,72.0,2,2,flat,43.4726598,-3.7838389,2.0,1,1,0,0,0.142,0.016,0.019,7.313220387090301,4.276666119016055,20.833333333333332,13.922324389785988,0.027777777777777776,0.027777777777777776,4,0.05555555555555555,144.0,288.0,2,0,1889.8721500865363,14.31743682115321,-164.49354123770624,2.2876461275491873,0.8756567425569177,0.984251968503937,0.9813542688910698,0.9470876599839748,5184.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109944619,650.0,60.0,2,1,flat,43.4689267,-3.7871339,2.0,1,0,0,0,0.612,0.381,0.182,6.476972362889683,4.0943445622221,10.833333333333334,13.922324389785988,0.03333333333333333,0.016666666666666666,3,0.05,60.0,180.0,2,2,1889.5475884499726,14.34238317652921,-164.62264590218513,1.8908757151440967,0.6203473945409429,0.724112961622013,0.8460236886632826,0.7301613482754128,3600.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109945317,1500.0,100.0,4,2,flat,43.4632279,-3.8132736,3.0,1,0,0,0,2.229,0.102,0.279,7.313220387090301,4.605170185988092,15.0,13.922324389785988,0.04,0.02,6,0.06,200.0,600.0,3,3,1889.0521794873384,14.54105554845696,-165.73717952185345,0.3118022045829708,0.3096934035305048,0.9074410163339383,0.7818608287724785,0.6663317495456406,10000.0,4,16,36,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109921374,850.0,62.0,2,2,flat,43.397427,-3.8255054,1.0,1,1,1,0,2.942,0.467,0.158,6.745236349484363,4.127134385045092,13.709677419354838,10.827311975419436,0.03225806451612903,0.03225806451612903,4,0.06451612903225806,124.0,248.0,1,0,1883.336670220329,14.63449156542916,-166.0170913346058,0.427115198054894,0.2536783358701167,0.6816632583503749,0.8635578583765113,0.5996331508656677,3844.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108258729,3000.0,80.0,2,1,flat,43.4781501,-3.7940695,2.0,1,1,0,0,0.566,0.272,0.121,8.006367567650246,4.382026634673881,37.5,13.922324389785988,0.025,0.0125,3,0.0375,80.0,240.0,2,0,1890.3495361181301,14.39496337083025,-164.95912321083196,2.0075883971568227,0.6385696040868455,0.7861635220125786,0.8920606601248885,0.7722645954081041,6400.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100760940,550.0,55.0,1,1,flat,43.4613496,-3.8107991,5.0,1,0,0,0,2.035,0.196,0.308,6.309918278226516,4.007333185232471,10.0,13.922324389785988,0.01818181818181818,0.01818181818181818,2,0.03636363636363636,55.0,110.0,5,5,1888.88890905342,14.522189780560812,-165.62247194046535,0.3139626629505289,0.32948929159802304,0.8361204013377926,0.764525993883792,0.6433785622732026,3025.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108582821,700.0,30.0,0,1,flat,43.4629309,-3.7913285,5.0,0,1,0,0,0.457,0.094,0.117,6.551080335043405,3.4011973816621555,23.333333333333332,13.922324389785988,0.0,0.03333333333333333,1,0.03333333333333333,30.0,30.0,5,0,1889.026362418175,14.37417179491225,-164.78224861470068,1.4773538492669913,0.6863417982155113,0.9140767824497257,0.8952551477170994,0.8318912427941122,900.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109889383,1190.0,54.0,1,1,flat,43.4625207,-3.8088263,3.0,1,1,0,0,1.869,0.127,0.109,7.081708586105575,3.9889840465642745,22.037037037037038,13.922324389785988,0.018518518518518517,0.018518518518518517,2,0.037037037037037035,54.0,108.0,3,0,1888.9907055979284,14.507157783571692,-165.54119190645443,0.17813781998788986,0.3485535029627048,0.8873114463176575,0.9017132551848512,0.712526068155071,2916.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104059285,600.0,59.0,2,1,flat,43.4564988,-3.7431164,,1,0,1,0,0.867,0.226,1.121,6.396929655216146,4.07753744390572,10.169491525423728,10.997673645729478,0.03389830508474576,0.01694915254237288,3,0.05084745762711865,59.0,177.0,0,0,1888.4672879544014,14.010920383948958,-162.6627333448603,0.24836557814564872,0.5356186395286556,0.8156606851549756,0.47147571900047147,0.6075850145613676,3481.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108016833,750.0,115.0,3,2,flat,43.3818154,-3.7363587,,1,1,1,0,7.427,0.157,0.336,6.620073206530356,4.74493212836325,6.521739130434782,6.521739130434782,0.02608695652173913,0.017391304347826087,5,0.043478260869565216,230.0,575.0,0,0,1881.9819073996773,13.960376335065689,-162.09002339158397,0.0,0.11866619200189867,0.8643042350907519,0.748502994011976,0.5771578070348755,13225.0,4,9,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109852528,750.0,45.0,1,1,flat,43.4648476,-3.8067593,,1,0,0,0,1.718,0.105,0.154,6.620073206530356,3.8066624897703196,16.666666666666668,13.922324389785988,0.022222222222222223,0.022222222222222223,2,0.044444444444444446,45.0,90.0,0,0,1889.1929768912257,14.49141636813649,-165.46021282438267,0.24451325928124487,0.36791758646063283,0.9049773755656109,0.8665511265164645,0.7131486961809027,2025.0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109829745,800.0,70.0,2,1,flat,43.4584048,-3.8162833,1.0,1,1,0,0,2.518,0.092,0.178,6.684611727667927,4.248495242049359,11.428571428571429,13.922324389785988,0.02857142857142857,0.014285714285714285,3,0.04285714285714286,70.0,210.0,1,0,1888.6329477606628,14.564018225858888,-165.84958448287983,0.8273763922732115,0.28425241614553726,0.9157509157509157,0.8488964346349746,0.6829665888438091,4900.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109756361,800.0,78.0,3,1,flat,43.467223,-3.7906912,4.0,1,0,0,0,0.641,0.118,0.205,6.684611727667927,4.356708826689592,10.256410256410257,13.922324389785988,0.038461538461538464,0.01282051282051282,4,0.05128205128205128,78.0,312.0,4,4,1889.3994753317288,14.369339773757439,-164.7708197145376,1.5645321453808079,0.6093845216331505,0.8944543828264759,0.8298755186721991,0.7779048077106084,6084.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98735608,1000.0,75.0,2,1,flat,43.37699,-3.68248,3.0,1,0,0,0,9.987,1.906,0.145,6.907755278982137,4.31748811353631,13.333333333333334,10.594444444444443,0.02666666666666667,0.013333333333333334,3,0.04,75.0,225.0,3,3,1881.5632614601,13.5606589504,-159.73489813519998,0.21022193764317043,0.0910166560480568,0.3441156228492774,0.8733624454148472,0.43616490810406044,5625.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109678184,800.0,78.0,3,1,flat,43.4670193,-3.789282,4.0,1,0,0,0,0.557,0.107,0.103,6.684611727667927,4.356708826689592,10.256410256410257,13.922324389785988,0.038461538461538464,0.01282051282051282,4,0.05128205128205128,78.0,312.0,4,4,1889.3817668265722,14.358658075524,-164.70879382714259,1.6708372290057456,0.6422607578676943,0.903342366757001,0.9066183136899365,0.8174071461048773,6084.0,1,9,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109649366,1300.0,85.0,2,2,flat,43.4796705,-3.7980685,3.0,1,1,1,0,0.919,0.205,0.312,7.170119543449628,4.442651256490317,15.294117647058824,13.922324389785988,0.023529411764705882,0.023529411764705882,4,0.047058823529411764,170.0,340.0,3,0,1890.48174678857,14.425324330692249,-165.13876691642923,1.9714647605554485,0.5211047420531527,0.8298755186721991,0.7621951219512195,0.7043917942255238,7225.0,4,4,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109638729,900.0,75.0,2,1,flat,43.4589146,-3.8149818,8.0,1,1,0,0,2.404,0.159,0.065,6.802394763324311,4.31748811353631,12.0,13.922324389785988,0.02666666666666667,0.013333333333333334,3,0.04,75.0,225.0,8,0,1888.6772582100932,14.55408613433124,-165.79496824675428,0.7169977564327729,0.2937720329024677,0.8628127696289905,0.9389671361502347,0.6985173128938976,5625.0,1,4,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
