id_anuncio;fuente;tipo_inmueble;subtipo;direccion_texto;barrio_zona;municipio;precio_eur;precio_anterior_eur;descuento_pct;garaje_incluido;habitaciones;superficie_m2;planta;exterior;ascensor;obra_nueva_flag
810;FMP Desarrollos Inmobiliarios;piso;;Calle Ricardo Bernardo 1;Alisal - Cazoña - San Román;Santander;297000;;;sí;;;;;;1
811;TERRAZAS DEL ALISAL SL;piso;;Calle Adarzo 63;Alisal - Cazoña - San Román;Santander;210000;;;;;;;;;1
812;INMOMAR COSTA S.L.;piso;;Calle Maza 9;Palacio;Noja;260000;;;;2;;;;;1
813;Grupo Tecniobras;casa;;Calle Castío 1;;Santillana del Mar;350000;;;;4;;;;;1
814;Aedas Homes;piso;;Calle Menéndez Pelayo 13;Centro;Laredo;419000;;;;;;;;;1
815;Milton Homes;piso;;Calle de San Martín 6;;Suances;430000;;;;;;;;;1
816;LOCALIA INMOBILIARIA;piso;;La Hayuela s/n;;Udías;230000;;;;;;;;;1
817;ATRIO Servicios Inmobiliarios;casa;;Alto San Mateo s/n;;Boo (Piélagos);595000;;;;4;;;;;1
818;Chalets Prado Verde;piso/casa;;Calle Piedra del Cormorán s/n;;Comillas;255300;;;;;;;;;1
819;Promotora Albar;piso;;Calle el Peñón s/n;Soto de la Marina;Santa Cruz de Bezana;374000;;;sí;;;;;sí;1
820;GROMA Gestiones Urbanísticas Grupo Casado;piso;;Avenida Alfonso VIII s/n;Centro;Castro-Urdiales;; ; ;;;;;;;1
821;V.B. Landtrade;piso;;Calle Barrio La Torre 17;Monte;Santander;498750;;;;;;;;;1
822;Lar Kantauri Inmobiliaria;casa;;Ayuntamientos Democráticos 46;Cotolino;Castro-Urdiales;362000;;;;3;;;;;1
823;Inmonojasol S.L.;piso;;Joaquín Ferna 1;;Argoños;182000;;;;;;;;;1
824;OMUN S.L.;casa;;Barrio Requejada 33;;Polanco;248000;;;;3;;;;;1
825;Inmonojasol S.L.;piso;;Calle Alcarite s/n;Ris;Noja;235000;;;;;;;;;1
826;Reines Grupo Inmobiliario Santander;piso;;Calle Torres Quevedo 7;;Los Corrales de Buelna;148500;;;;;;;;;1
827;Inmobiliarias San Fernando;piso;;Calle Abad Paterno 18;;Santoña;215000;;;;;;;;;1
828;Espazio Inmobiliario;piso;;Barrio La Canal 15;;Oruña (Piélagos);199900;;;;2;;;;;1
829;Grupo Inmobiliario Tribeca;piso;;Calle Bo Las Reigadas 12;;Liencres (Piélagos);229000;;;sí;;;;;sí;1
830;Inmobiliarias San Fernando;piso;;Calle Consolación 24;Centro;Torrelavega;285000;;;;;;;;;1
831;MENA INMOBILIARIA;casa;;Calle La Central 1;;Cacicedo (Camargo);323000;;;;3;;;;;1
832;Grupo Inmobiliario Tribeca;piso;;Calle Barrio El Pozo de la Torre 1, Distrito Mortera 1;;Mortera (Piélagos);280000;;;sí;3;;;;sí;1
833;Trece Home;piso;;Calle Barrio de Santullán 39;Mioño-Santullán;Castro-Urdiales;199000;;;;;;;;sí;1
834;Inmobiliaria las Dunas;casa;;Calle Barrio Yuso 10;;Santillana del Mar;272950;;;;;;;;;1
835;Fuennova;piso;;Paseo de la Barquera 53a;;San Vicente de la Barquera;410000;;;;;;;;;1
836;Desarrollos Singulares del Norte SL;piso;;Calle Aro 3;;Santoña;190500;;;;;;;;;1
837;Nortepisos;piso;;Calle de la Maza 9;Palacio;Noja;260000;;;sí;2;;;;;1
838;Jose Abascal - Real Estate Advisor;piso;;Lugar Barrio Bádames 1018;;Voto;120000;;;;;;;;;1
839;Trece Home;piso;;Calle San Juan 7;Ris;Noja;240000;;;;2;;;;;1
840;Inmobiliaria Zubia & Marisol Ceballos;casa;;Calle Bo Sámano-Helguera 205;;Castro-Urdiales;450000;;;;3;;;;;1
841;Inmobiliaria SOMOPLAYA / INMOLOREDO;casa;;Los Tranquilos 3;;Loredo (Ribamontán al Mar);478000;;;;;;;;;1
842;Engel & Völkers Santander;casa;;Avenida Monseñor del Val 13;;Suances;545000;;;;4;;;;;1
843;AGUIMAN;casa;;Avenida de España 29;Cotolino;Castro-Urdiales;395000;;;;4;;;;;1
844;Inmobiliaria Norte;casa;;Vía Barrio Brazomar 36;Cotolino;Castro-Urdiales;630000;;;;4;;;;;1
845;Inmobiliaria Barrio;casa;;Calle Jaime del Amo 8;;Suances;795000;;;;3;;;;;1
846;Inmobiliarias San Fernando;casa;;Avenida Marqués de Valdecilla s/n;Soto de la Marina;Santa Cruz de Bezana;650000;;;;4;;;;;1
847;Grupo Tecniobras;casa;;Calle El Palacio s/n;Sancibrián;Santa Cruz de Bezana;445000;;;;4;;;;;1
848;Grupo Tecniobras;garaje;;Calle José Posada Herrera 10;Centro;Torrelavega;25000;;;;; ;;;;1
849;Inmobiliarias.com;casa;;Barrio Islares 41;;Castro-Urdiales;289000;;;;3;;;;;1
850;Udaritz Homes;piso;;Barrio la Piñera 3;;Boo (Piélagos);260000;;;sí;;;;;sí;1
851;Udaritz Homes;casa;;Calle Barrio las Escuelas 35;;Viveda;350000;;;;3;;;;;1
852;Udaritz Homes;piso;;Calle Pedro Sobrado Pintor s/n;Tanos;Torrelavega;159000;;;;;;;;;1
853;Inmobiliaria JC de Laredo;piso;;Calle Barrio de Santullán 39;Mioño-Santullán;Castro-Urdiales;199000;;;;;;;;sí;1
854;Inmobiliaria JC de Laredo;casa;;Calle Barrio el Mazo 14;;Ramales de la Victoria;249000;;;;3;;;;;1
855;Gestión Inmobiliaria Val de Cella;piso;;Barrio La Rañada 14;El Bosque (Entrambasaguas);Entrambasaguas;129000;;;;;;;;;1
856;Inmobiliaria montaña;casa;;Calle la Central 4;;Cacicedo (Camargo);260000;;;;2;;;;;1
857;Valnera Homes;casa;;Calle Bº Ladredo 75;;Camargo;395900;;;;4;;;;;1
858;IVAN RASILLA LANZA;casa;;Calle Barrio Bolado 8;Herrera;Camargo;395000;;;;4;;;;;1
859;Valnera Homes;casa;;Bº Cubas 18;;Ribamontán al Monte;440000;;;;4;;;;;1
860;Ayesli;casa;;Calle Padre Ignacio Ellacuría 163;Carlos V;Laredo;595000;;;;;;;;;1
861;Construcciones Latapia Taeño S.L.;piso;;Ernest Lluch s/n;Monte;Santander;310000;;;;;;;;;1
