id_anuncio;fuente;tipo_inmueble;subtipo;direccion_texto;barrio_zona;municipio;precio_eur;precio_anterior_eur;descuento_pct;garaje_incluido;habitaciones;superficie_m2;planta;exterior;ascensor;obra_nueva_flag
399;Inmobiliaria las Dunas;casa;casa independiente;Oruña;Piélagos;Piélagos;720000;;;sí;4;300;;desconocido;desconocido;0
400;Inmobiliaria JC de Laredo;casa;casa independiente;Barcena de Cicero;Barcena de Cicero;Barcena de Cicero;449000;;;no;5;257;;desconocido;desconocido;0
401;Inmobiliarias.com;casa;casa independiente;Guriezo;Guriezo;Guriezo;550000;;;sí;4;360;;desconocido;desconocido;0
402;Exclusivas inmobiliarias mikeli;casa;casa independiente;Marina de Cudeyo;Marina de Cudeyo;Marina de Cudeyo;800000;850000;6;sí;8;374;;desconocido;desconocido;0
403;viBe;piso;;Suances;Suances;Suances;198000;;;no;3;90;3;sí;no;0
404;INMOBILIARIA INVERCASS;casa;chalét adosado;Cotolino;Castro-Urdiales;Castro-Urdiales;550000;;;sí;3;301;;desconocido;desconocido;0
405;Inmobiliarias.com;casa;casa rural;Barrio Baltezana;Castro-Urdiales;Castro-Urdiales;270000;;;sí;6;550;;desconocido;desconocido;0
406;Ática Inmobiliaria;piso;;Fernando de los Ríos;Santander;Santander;310000;;;no;3;93;6;sí;sí;0
407;Ática Inmobiliaria;piso;;Mortera;Piélagos;Piélagos;159000;;;no;2;50;bajo;sí;no;0
408;Gestion inmobiliaria Victoria;piso;;Oriñón;Castro-Urdiales;Castro-Urdiales;195000;;;sí;2;76;1;sí;sí;0
409;INMOBILIARIA INVERCASS;piso;;Centro;Castro-Urdiales;Castro-Urdiales;400000;;;no;4;154;5;sí;sí;0
410;desconocido;piso;;Santoña;Santoña;Santoña;185000;;;no;3;110;1;sí;sí;0
411;Inmobiliaria costa 7;piso;ático;Calle la Salce;Ris;Noja;178000;180000;1;sí;2;64;3;sí;no;0
412;Fuennova;piso;;Paseo de la Barquera 53 a;;San Vicente de la Barquera;440000;;;sí;3;90;2;sí;sí;1
413;Engel & Völkers Santander;casa;chalét independiente;Calle Santa Teresa;;Camargo;990000;1100000;10;sí;7;622;;desconocido;desconocido;0
414;Inmobiliaria JC de Laredo;piso;;Barrio Dueso;Barrio Dueso;Santoña;95000;;;no;3;100;2;sí;no;0
415;Inmobiliaria JC de Laredo;piso;;Plaza San Antonio;;Santoña;85000;;;no;3;105;2;sí;no;0
416;Inmobiliaria JC de Laredo;piso;ático;Barrio Dueso;Barrio Dueso;Santoña;60000;;;no;1;55;3;sí;no;0
417;desconocido;casa;chalét adosado;Calle Barrio el Mazo 14;;Ramales de la Victoria;249000;;;sí;3;131;;desconocido;desconocido;1
418;desconocido;piso;;Calle de San Martín 6;;Suances;430000;;;no;2;122;bajo;sí;sí;1
419;Bahía Home;casa;chalét pareado;Calle Camus 83;Cueto;Santander;659000;;;sí;6;262;;desconocido;desconocido;0
420;THE SIBARIST Property & Homes Cantabria;casa;chalét independiente;Barrio la Braña 1;;San Vicente de la Barquera;1975000;;;sí;8;630;;desconocido;desconocido;0
421;desconocido;casa;chalét independiente;Calle Bo Samano-helguera 205;Sámano;Castro-Urdiales;450000;;;no;3;143;;desconocido;desconocido;1
422;desconocido;casa;chalét independiente;Calle Bo Samano-helguera 205;Sámano;Castro-Urdiales;462000;;;no;3;143;;desconocido;desconocido;1
423;RE/MAX Vértice;casa;casa independiente;Barrio Labarces;Barrio Labarces;Valdáliga;75000;;;sí;4;150;;desconocido;desconocido;0
424;desconocido;casa;chalét independiente;Calle Bo Samano-helguera 205;Sámano;Castro-Urdiales;475000;;;no;3;138;;desconocido;desconocido;1
425;Gestión Inmobiliaria Val de Cella;casa;casa independiente;CA-260 42;;Miera;515000;;;no;6;400;;desconocido;desconocido;0
426;Inmobiliaria JC de Laredo;casa;casa independiente;Ramales de la Victoria;;Ramales de la Victoria;185000;;;no;2;90;;desconocido;desconocido;0
427;Inmosantander;piso;;CL Francisco Tomas Valiente;Peñacastillo - Nuevamontaña;Santander;249000;;;sí;2;94;5;sí;sí;0
428;Inmobiliaria Eurocasa;piso;dúplex;Calle Abra del Pas;;Mogro;290000;;;sí;3;51;1;sí;no;0
429;López Alonso Inmobiliaria;piso;;Calle Antonio de la Dehesa 7;Monte;Santander;435000;;;sí;2;92;4;sí;sí;0
430;Inmobiliaria uranga;casa;casa independiente;Barrio Pondrá;;Ramales de la Victoria;188500;195000;3;sí;5;292;;desconocido;desconocido;0
431;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Avenida de Berria Primera Avenida;;Santoña;1080000;;;sí;4;300;;desconocido;desconocido;0
432;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Barrio el Puerto;;Marina de Cudeyo;495000;;;sí;4;352;;desconocido;desconocido;0
433;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Barrio el Mazo;;Meruelo;750000;;;sí;4;471;;desconocido;desconocido;0
434;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Avenida Playa San Juan de la Canal;Soto de la Marina;Santa Cruz de Bezana;825000;;;sí;5;209;;desconocido;desconocido;0
435;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Calle San Roque;;Alfoz de Lloredo;750000;;;sí;5;244;;desconocido;desconocido;0
436;Inmobiliaria JC de Laredo;casa;casa de piedra;Barrio Pondrá;;Ramales de la Victoria;188500;195000;3;desconocido;5;292;;desconocido;desconocido;0
437;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Camino Vial;Oruña;Piélagos;420000;;;sí;5;340;;desconocido;desconocido;0
438;Oyambre Servicios Inmobiliarios;piso;;Calle Padre Ángel 10;;San Vicente de la Barquera;187000;;;desconocido;1;45;2;sí;sí;1
439;Inmobiliaria JC de Laredo;piso;apartamento;Calle Santander 4;;Colindres;165000;;;desconocido;1;53;3;sí;sí;0
440;Exclusivas inmobiliarias mikeli;casa;casa independiente;Calle Herminio Fernández Caballero;Guarnizo;Camargo;435000;;;desconocido;7;287;;desconocido;desconocido;0
441;Exclusivas inmobiliarias mikeli;casa;chalét pareado;Calle la Fábrica;Galizano;Ribamontán al Mar;350000;;;sí;2;109;;desconocido;desconocido;0
442;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Avenida Playa San Juan de la Canal;Soto de la Marina;Santa Cruz de Bezana;1500000;;;sí;7;372;;desconocido;desconocido;0
443;Inmobiliaria JC de Laredo;piso;;Limpias;;Limpias;248000;;;sí;3;90;bajo;sí;sí;0
444;RE/MAX Vértice;casa;casa independiente;Calle Santander;;Los Corrales de Buelna;299000;;;sí;11;480;;desconocido;desconocido;0
445;Soldit Homes;casa;casa independiente;Calle Monasterio 9;;Molledo;275000;;;sí;3;180;;desconocido;desconocido;1
446;Inmobiliaria Mi Villa;piso;;Calle El Pelegrín;Centro;Laredo;179000;184000;3;desconocido;3;93;4;sí;no;0
447;desconocido;piso;;Barrio Gama 25 b;;Bárcena de Cicero;178000;;;sí;2;74;2;sí;sí;0
448;Costa Ris;ático;;Bárcena de Cicero;;Bárcena de Cicero;280000;;;sí;4;135;;desconocido;sí;0
449;Trece Home;piso;;Calle Joaquin Fernandez San Emeterio 14;;Argoños;187600;;;opcional;2;68;2;sí;sí;1
450;RE/MAX Vértice;piso;;Avenida Solvay;Inmobiliaria - Barreda;Torrelavega;89000;93000;4;desconocido;2;90;bajo;sí;no;0
451;Inmobiliaria JC de Laredo;casa;casa indiana;Liendo;;Liendo;1300000;1400000;7;sí;7;500;;desconocido;desconocido;0
452;desconocido;piso;;Calle Jorge Sepúlveda 16;Monte;Santander;690000;;;sí;4;144;3;sí;sí;1
453;Fuennova;piso;;Paseo de la Barquera 53 a;;San Vicente de la Barquera;425000;;;sí;3;88;1;sí;sí;1
454;desconocido;piso;;Calle Jorge Sepúlveda 16;Monte;Santander;425000;;;sí;2;100;1;sí;sí;1
455;desconocido;piso;;Calle Jorge Sepúlveda 16;Monte;Santander;595000;;;sí;3;122;2;sí;sí;1
456;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Ruiloba;;Ruiloba;2885000;;;sí;7;495;;desconocido;desconocido;0
457;Trece Home;piso;;Barrio los Corrales;;Beranga;142000;;;desconocido;3;103;2;desconocido;desconocido;0
458;Inmobiliaria JC de Laredo;piso;;Centro;Centro;Laredo;175000;;;desconocido;2;85;bajo;sí;no;0
459;RE/MAX Vértice;casa;casa independiente;Diseminado Hazas Cesto 1001;;Hazas de Cesto;400000;;;sí;4;814;;desconocido;desconocido;0
460;desconocido;casa;chalét adosado;Avenida Derechos Humanos 3;Zona Playa;Laredo;455000;;;sí;4;206;;desconocido;desconocido;0
461;desconocido;piso;;Calle Barrio La Torre 17;Monte;Santander;498750;;;desconocido;2;124;1;sí;sí;1
462;Bahía Home;piso;estudio;Calle Justicia 2;Cuatro Caminos;Santander;138000;;;desconocido;1;38;5;sí;no;0
463;Bahía Home;casa;chalét pareado;Barrio El Carite 11;;Hazas de Cesto;295000;;;sí;3;145;;desconocido;desconocido;0
464;desconocido;piso;;Barrio la Rasa 4;;Suances;296000;;;sí;3;111;1;sí;sí;1
465;REMAX Olid Inmobiliaria en Valladolid;casa;chalét pareado;Calle Las Casillas;El Callejo - La Pesquera - La Arenosa;Laredo;500109;;;no;5;187;;desconocido;desconocido;0
466;desconocido;piso;;Calle Libertad 3;Monte;Santander;440000;;;sí;2;99;1;sí;sí;1
467;REMAX Olid Inmobiliaria en Valladolid;casa;casa independiente;Barrio Bárcena;;Alfoz de Lloredo;650133;;;desconocido;12;344;;desconocido;desconocido;0
468;Engel & Völkers Santander;casa;casa independiente;Calle de Navajeda;Sancibrián;Santa Cruz de Bezana;1585000;;;sí;6;1562;;desconocido;desconocido;0
469;desconocido;piso;;Calle Aviche 25;Monte;Santander;691075;;;sí;3;132;bajo;sí;sí;1
470;Inmobiliaria Mi Villa;casa;casa de piedra;Rasines;;Rasines;135000;;;sí;4;436;;desconocido;desconocido;0
471;Inmobiliaria Mi Villa;casa;chalét adosado;Ampuero;;Ampuero;176000;;;no;5;150;;desconocido;desconocido;0
472;desconocido;piso;;Calle Libertad 3;Monte;Santander;550000;;;sí;3;121;2;sí;sí;1
473;Inmobiliaria Mi Villa;piso;;Calle Doctor Antonio Ruiz Ruiz;;Ampuero;120000;127000;6;sí;3;80;1;sí;no;0
474;Inmobiliaria Mi Villa;piso;;Calle Emperador Carlos V;;Ampuero;140000;155000;10;desconocido;3;100;3;desconocido;no;0
475;Fincas Mafer;piso;dúplex;Calle Menéndez Pelayo 44;Centro;Laredo;353000;;;desconocido;3;100;3;sí;sí;0
476;Inmobiliaria Mi Villa;piso;;Avenida de Francia;Zona Playa;Laredo;245000;;;desconocido;2;70;bajo;sí;no;0
477;Inmobiliaria Mi Villa;piso;estudio;Avenida de la Libertad;El Puntal;Laredo;85000;;;desconocido;3;50;bajo;sí;sí;0
478;Inmobiliaria Barrio;piso;;Calle Pintor Varela 29;Inmobiliaria - Barreda;Torrelavega;110000;;;desconocido;2;51;1;sí;no;0
479;Inmobiliaria Barrio;piso;;Calle Serapio Beade 9;;Suances;180000;;;sí;2;65;4;sí;sí;0
480;Inmobiliaria Mi Villa;casa;chalét adosado;Barrio Balbacienta;;Guriezo;130000;;;desconocido;3;288;;desconocido;desconocido;0
481;Inmobiliaria JC de Laredo;finca_rustica;;Voto;;Voto;179000;;;desconocido;3;106;;desconocido;desconocido;0
482;Bahía Home;casa;chalét independiente;Calle Ernest Lluch 36;Monte;Santander;775000;;;sí;6;343;;desconocido;desconocido;0
483;eXp Realty España;casa;casa independiente;Barrio San Mateo;;Los Corrales de Buelna;675000;;;sí;4;646;;desconocido;desconocido;0
484;Inmobiliaria Mi Villa;ático;;Calle Menéndez Pelayo;Centro;Laredo;600000;;;sí;3;150;4;sí;no;0
485;desconocido;piso;;Calle Barrio de Santullán 39;Mioño-Santullán;Castro-Urdiales;199000;;;sí;2;60;bajo;sí;sí;1
486;Inmobiliaria Mi Villa;casa;chalét pareado;Calle Hermandad Donantes de Sangre;El Puntal;Laredo;605000;;;sí;4;300;;desconocido;desconocido;0
487;altamira21.com;casa;casa rural;Barrio Rioseco 4;;Guriezo;1300000;;;sí;6;1750;;desconocido;desconocido;0
488;Inmobiliaria JC de Laredo;piso;;Centro;Centro;Laredo;600000;;;desconocido;3;150;4;sí;sí;0
489;Inmobiliaria Mi Villa;casa;casa independiente;Barrio El Hacha;El Callejo - La Pesquera - La Arenosa;Laredo;299900;;;desconocido;4;260;;desconocido;desconocido;0
490;Inmobiliaria Mi Villa;casa;casa independiente;Barrio La Arenosa;El Callejo - La Pesquera - La Arenosa;Laredo;460000;;;sí;6;295;;desconocido;desconocido;0
491;Inmobiliaria Mi Villa;casa;casa de piedra;Barrio los Valles;;Ramales de la Victoria;180000;;;desconocido;1;450;;desconocido;desconocido;0
492;Inmobiliaria Mi Villa;piso;dúplex;Calle Merenillo;Centro;Laredo;180000;;;desconocido;2;72;2;sí;no;0
493;Inmobiliaria Mi Villa;casa;casa independiente;Barrio la Pesquera;El Callejo - La Pesquera - La Arenosa;Laredo;590000;;;sí;3;212;;desconocido;desconocido;0
494;RE/MAX Vértice;casa;chalét independiente;Calle Rebollar;;Igollo (Camargo);625000;;;sí;5;294;;desconocido;desconocido;0
495;Inmobiliaria Mi Villa;casa;casa independiente;Barrio La Arenosa;El Callejo - La Pesquera - La Arenosa;Laredo;299000;;;desconocido;4;295;;desconocido;desconocido;0
496;Inmobiliaria Mi Villa;piso;dúplex;Calle Emperador;Centro;Laredo;299000;;;desconocido;3;115;3;sí;sí;0
497;Inmobiliaria JC de Laredo;casa;casa unifamiliar;El Callejo - La Pesquera - La Arenosa;;Laredo;299000;;;desconocido;4;265;;desconocido;desconocido;0
498;Inmobiliaria Mi Villa;piso;estudio;Avenida Derechos Humanos;Carlos V;Laredo;98000;;;desconocido;0;25;bajo;sí;sí;0
499;Inmobiliaria JC de Laredo;piso;;Voto;;Voto;168000;;;desconocido;2;82;2;sí;sí;0
500;Inmobiliaria Eurocasa;piso;;Calle Eulogio Fernández Barros;;Camargo;184000;;;no;3;89;1;sí;sí;0
501;Inmobiliaria uranga;casa;casa independiente;Barrio la Somadilla;;Voto;1175000;;;no;5;450;;desconocido;desconocido;0
502;López Alonso Inmobiliaria;piso;apartamento;Avenida Francisco Giner de los Ríos;;San Vicente de la Barquera;210000;230000;9;no;1;55;1;sí;sí;0
503;Fincas Mafer;piso;apartamento;Travesía los Derechos Humanos 13;Carlos V;Laredo;190000;;;no;2;54;bajo;sí;no;0
504;Inmobiliaria trauko;casa;chalét pareado;Barrio Balbacienta;;Guriezo;285000;;;sí;4;200;;desconocido;desconocido;0
505;INMOMAR S.L.;piso;;Calle Maza 9;Palacio;Noja;260000;;;no;2;97;1;sí;sí;1
506;knock;casa;chalét pareado;Barrio Arnuero 1;;Arnuero;280000;300000;7;sí;3;155;;desconocido;desconocido;0
507;SOLANA DE MOMPÍA S.L.;casa;chalét pareado;Barrio El Monte s/n;Boo;Piélagos;398500;;;sí;4;128;;desconocido;desconocido;1
508;desconocido;casa;casa independiente;Escobedo;;Camargo;320000;;;sí;4;482;;desconocido;desconocido;0
509;SOLANA DE MOMPÍA S.L.;casa;chalét pareado;Barrio El Monte s/n;Boo;Piélagos;455000;;;sí;4;227;;desconocido;desconocido;1
510;desconocido;casa;chalét adosado;Calle Ría de Solía;;El Astillero;379000;384000;1;sí;3;194;;desconocido;desconocido;0
511;desconocido;casa;casa independiente;Barrio Valledal;;Val de San Vicente;345000;349000;1;no;4;333;;desconocido;desconocido;0
512;Inmosantander;casa;chalét adosado;CL Pielagos;;Suances;270000;280000;4;no;5;180;;desconocido;desconocido;0
513;Reines Grupo Inmobiliario Santander;piso;ático;Calle José Ortega y Gasset 35;Peñacastillo - Nuevamontaña;Santander;367000;375000;2;sí;2;113;5;sí;sí;0
514;Espazio Inmobiliario;casa;casa independiente;Valdaliga;;Valdáliga;200000;;;no;1;453;;desconocido;desconocido;0
515;desconocido;piso;;Calle Adarzo 63;Alisal - Cazoña - San Román;Santander;210000;;;sí;1;58;1;sí;sí;1
516;desconocido;casa;chalét adosado;Barrio la Pelia;;Ribamontán al Monte;191000;199000;4;no;3;218;;desconocido;desconocido;0
517;SOLANA DE MOMPÍA S.L.;casa;chalét pareado;Barrio El Monte s/n;Boo;Piélagos;430000;;;sí;4;227;;desconocido;desconocido;1
518;Inmobiliaria Eurocasa;piso;;Avenida Pérez Galdós;El Sardinero;Santander;1175000;;;sí;3;139;6;sí;sí;0
519;InmoLYDIAria;casa;chalét pareado;Barrio Rioseco 29 a;;Guriezo;263000;;;sí;4;114;;desconocido;desconocido;0
520;Inmobiliaria Mi Villa;casa;chalét independiente;Barrio Agüeras;;Beranga;340000;;;sí;5;163;;desconocido;desconocido;0
521;Inmobiliaria Barrio;casa;chalét;Calle Fuente Vieda 906;;Miengo;380000;;;sí;3;354;;desconocido;desconocido;0
522;InmoLYDIAria;piso;;Barrio Brazomar 54;Brazomar;Castro-Urdiales;220000;;;sí;2;68;2;sí;sí;0
523;Inmobiliaria Barrio;piso;;Calle San José 17;Centro;Torrelavega;129500;;;no;2;84;2;sí;no;0
524;FLAT INMOBILIARIA;piso;;Calle el Hoyo 5;Playa Ostende;Castro-Urdiales;295000;;;sí;3;93;1;sí;sí;0
525;wejaus;piso;;Calle Marcelino Sanz de Sautuola 14;Puerto Chico;Santander;546000;575000;5;no;4;127;1;sí;sí;0
526;Inmosantander;piso;;Ps General Dávila;General Dávila;Santander;175000;179000;2;no;3;63;bajo;sí;sí;0
527;InmoLYDIAria;piso;ático;Calle Santa Ana 3;Playa Ostende;Castro-Urdiales;336000;;;sí;3;127;3;sí;sí;0
528;Inmobiliaria JC de Laredo;casa;casa adosada;Centro;;Laredo;450000;;;no;4;131;;desconocido;desconocido;0
529;ASJ Inmobiliaria;piso;;CL Ruamayor;Centro - Ayuntamiento;Santander;349000;370000;6;no;4;132;6;sí;sí;0
530;Inmobiliaria Mi Villa;piso;;Calle Gutiérrez Rada;Centro;Laredo;175000;;;no;2;89;bajo;sí;no;0
531;Inmobiliaria Barrio;casa;chalét;Barrio Bustillo 1;;Cartes;470000;;;sí;3;511;;desconocido;desconocido;0
532;FLAT INMOBILIARIA;casa;chalét adosado;Barrio Laiseca 162;Sámano;Castro-Urdiales;405000;;;sí;4;210;;desconocido;desconocido;0
533;INMOBILIARIA COSTA BELLA;casa;chalét pareado;Barrio Cerecedas;;Argoños;335000;;;sí;4;209;;desconocido;desconocido;0
534;INMOBILIARIA COSTA BELLA;piso;apartamento;Calle Sor María del Carmen;;Santoña;145000;;;sí;1;45;1;sí;sí;0
535;López Alonso Inmobiliaria;piso;;Calle Jaime del Amo;;Suances;285000;;;sí;3;104;3;sí;sí;0
536;VIVANTIAL;casa;chalét adosado;Calle San Lorenzo;Covadonga - Campuzano - Ciudad Vergel;Torrelavega;164000;;;no;4;128;;desconocido;desconocido;0
537;Inmobiliaria Sebrango;casa;casa independiente;Avenida José María de Pereda 38;Sancibrián;Santa Cruz de Bezana;540000;;;sí;6;737;;desconocido;desconocido;0
538;Inmobiliaria Parque;casa;chalét pareado;Calle la Mies;;Ampuero;319000;;;sí;4;224;;desconocido;desconocido;0
539;Inmobiliaria Sebrango;casa;chalét adosado;Barrio el Puente 17;Oruña;Piélagos;390000;;;sí;3;207;;desconocido;desconocido;0
540;Inmobiliaria Sebrango;piso;;Calle San Fernando 22;Numancia - San Fernando;Santander;315000;;;no;2;83;1;sí;sí;0
541;Inmobiliaria Sebrango;casa;casa independiente;Calle Río Arriba 315;Tanos;Torrelavega;580000;;;sí;4;360;;desconocido;desconocido;0
542;Inmobiliaria Sebrango;piso;dúplex;Calle Fuente Vieda 15;;Miengo;270000;;;sí;3;91;1;sí;no;0
543;Inmobiliaria Suances;piso;dúplex;CL Serapio Beade 9;;Suances;199000;;;sí;2;69;2;sí;sí;0
544;Inmobiliaria Sebrango;piso;;Paseo General Dávila - Grupo San Francisco 294;General Dávila;Santander;220000;;;no;3;90;3;sí;no;0
545;Inmobiliaria Sebrango;casa;chalét pareado;Calle Francisco de Cáceres 2;Valdenoja;Santander;1300000;;;sí;4;415;;desconocido;desconocido;0
546;Opportunity & Deal;piso;;Calle Igareda;;Cabezón de la Sal;139000;;;no;5;160;2;sí;no;0
547;Engel & Völkers Santander;casa;casa independiente;Barrio la Barquería;;Marina de Cudeyo;2500000;;;sí;8;378;;desconocido;desconocido;0
548;Engel & Völkers Santander;casa;casa independiente;Carretera Ongayo;;Suances;790000;;;sí;4;365;;desconocido;desconocido;0
549;Fuennova;casa;chalét pareado;Calle Padre Antonio 24;;San Vicente de la Barquera;208000;;;no;4;228;;desconocido;desconocido;0
550;Inmobiliaria uranga;piso;apartamento;Avenida Derechos Humanos;Zona Playa;Laredo;98000;;;no;1;25;bajo;sí;no;0
551;Rusticas Singulares;casa;palacio;Bo. Liaño s/n;;Villaescusa;950000;;;sí;5;371;;desconocido;desconocido;0
552;mvre;casa;chalét adosado;Calle Victoriano Fernández 16;Alisal - Cazoña - San Román;Santander;425000;;;sí;3;117;;desconocido;desconocido;1
553;Rusticas Singulares;casa;torre;Ds. Roiz s/n;;Valdáliga;2200000;;;sí;7;500;;desconocido;desconocido;0
554;Espazio Inmobiliario;piso;;Calle Carlos Haya 11;Castilla - Hermida;Santander;299000;;;no;3;81;7;sí;sí;0
555;desconocido;piso;;Calle Piedra del Cormorán;;Comillas;255300;;;sí;2;75;1;sí;sí;1
556;Engel & Völkers Santander;casa;casa independiente;Calle Torrelavega;;Suances;1300000;;;no;8;318;;desconocido;desconocido;0
557;San Martín Consultores Inmobiliarios;casa;casa independiente;Barrio Pomar 7;;Alfoz de Lloredo;575000;595000;3;no;5;350;;desconocido;desconocido;0
558;Gestión inmobiliaria Victoria;piso;;Barrio Brazomar;Brazomar;Castro-Urdiales;299000;;;no;2;65;bajo;sí;sí;0
559;Inmobiliaria uranga;piso;;Avenida de la Libertad;Zona Playa;Laredo;140000;;;no;1;42;bajo;sí;no;0
560;particular;piso;;Calle Rosalía de Castro 25;Peñacastillo - Nuevamontaña;Santander;250000;;;sí;2;104;2;sí;sí;0
561;Inmobiliarias.com;casa;chalét pareado;Rioseco;;Guriezo;263000;;;desconocido;4;125;;desconocido;desconocido;0
562;Inmobiliaria Mi Villa;casa;chalét adosado;Avenida Derechos Humanos;Zona Playa;Laredo;412000;;;sí;4;200;;desconocido;desconocido;0
563;Inmobiliaria Mi Villa;casa;casa independiente;Barrio Llueva-Arriba;;Voto;372000;;;sí;4;250;;desconocido;desconocido;0
564;Inmobiliaria Mi Villa;piso;;Barrio la Somadilla;;Voto;60000;;;desconocido;1;60;bajo;sí;no;0
565;Inmobiliaria Mi Villa;piso;;Calle Adal Treto;;Bárcena de Cicero;170000;;;sí;3;108;1;sí;no;0
566;Inmobiliaria Mi Villa;piso;apartamento;Calle República de Costa Rica;Zona Playa;Laredo;220000;;;desconocido;2;60;9;sí;sí;0
567;ORDUNTE Inmobiliaria;casa;chalét adosado;Calle Paco Labiano;Playa Ostende;Castro-Urdiales;590000;;;sí;3;250;;desconocido;desconocido;0
568;Trece Home;piso;;Calle Palacio;Palacio;Noja;263000;;;sí;2;80;2;sí;sí;0
569;RE/MAX Vértice;piso;;Calle Carral;;Suances;219900;;;sí;2;53;bajo;sí;sí;0
570;REMAX Olid Inmobiliaria en Valladolid;piso;;Calle Río;;Santillana del Mar;143961;;;sí;2;45;1;sí;no;0
571;REMAX Olid Inmobiliaria en Valladolid;piso;;Calle Serafín Escalante;Centro;Torrelavega;225135;;;desconocido;2;105;3;sí;sí;0
572;Inmobiliarias.com;casa;casa rural;Balbacienta;;Guriezo;130000;;;desconocido;3;288;;desconocido;desconocido;0
573;REMAX Olid Inmobiliaria en Valladolid;piso;;Calle Amador de los Ríos;El Parque - Zapatón;Torrelavega;145079;;;desconocido;3;89;1;sí;no;0
574;Exclusivas inmobiliarias mikeli;casa;chalét independiente;Calle Requejada;;Polanco;540000;;;sí;11;473;;desconocido;desconocido;0
575;Inmobiliaria JC de Laredo;finca_rustica;Barrio Rocillo;;;Ampuero;320000;;;sí;3;220;;desconocido;desconocido;0
576;Inmobiliaria JC de Laredo;piso;dúplex;Calle Merenillo;Centro;Laredo;180000;;;desconocido;2;80;2;sí;no;0
577;Inmobiliaria Mi Villa;finca_rustica;N-629a;;;Rasines;89000;;;desconocido;1;300;;desconocido;desconocido;0
578;Trece Home;piso;;Calle la Braña;El Sardinero;Santander;650000;;;sí;2;75;;desconocido;sí;0
579;Inmobiliaria Mi Villa;casa;casa independiente;Barrio San Pedro;;Arnuero;450000;;;desconocido;6;267;;desconocido;desconocido;0
580;Inmobiliaria Eurocasa;piso;;Calle Enrique Gran;General Dávila;Santander;170000;;;desconocido;3;65;2;sí;no;0
581;Inmobiliaria Mi Villa;piso;;Barrio la Peña;;Bárcena de Cicero;176000;;;sí;2;82;2;sí;sí;0
582;Inmobiliaria Mi Villa;piso;apartamento;Barrio la Somadilla;;Voto;139000;;;sí;1;60;3;sí;sí;0
583;Inmobiliaria Eurocasa;piso;;Paseo Menéndez Pelayo;Puerto Chico;Santander;550000;;;sí;3;68;2;sí;no;0
584;Inmobiliaria Mi Villa;finca_rustica;Camino de Solorga;;;Bareyo;300000;;;desconocido;3;200;;desconocido;desconocido;0
585;altamira21.com;casa;chalét independiente;Calle Barrio La;Parbayón;Piélagos;639000;;;sí;4;377;;desconocido;desconocido;0
586;Inmobiliaria Mi Villa;casa;casa independiente;Calle del Progreso;;Ampuero;590000;;;sí;10;805;;desconocido;desconocido;0
587;Inmobiliaria Mi Villa;casa;casa independiente;Travesía de el Cantón;;Limpias;400000;;;sí;3;200;;desconocido;desconocido;0
588;Inmobiliaria JC de Laredo;casa;chalét adosado;Ampuero;;Ampuero;233500;;;sí;3;113;;desconocido;desconocido;0
589;Exclusivas inmobiliarias mikeli;casa;casa independiente;Avenida Conde de Albox;;Limpias;599000;;;desconocido;20;1213;;desconocido;desconocido;0
590;Bahía Home;casa;chalét pareado;Barrio la Puntania 45;;Mortera;329000;;;sí;3;204;;desconocido;desconocido;0
591;Inmobiliaria Mi Villa;casa;casa independiente;Barrio Pondrá;;Ramales de la Victoria;195000;;;sí;5;292;;desconocido;desconocido;0
592;Inmobiliaria Mi Villa;casa;casa independiente;Plaza Campo de las Ferias;;Colindres;350000;;;sí;4;300;;desconocido;desconocido;0
593;Inmobiliaria Mi Villa;piso;;Calle la Bolera;;Bárcena de Cicero;195000;;;sí;2;82;3;sí;sí;0
594;López Alonso Inmobiliaria;piso;;Calle Valladolid;General Dávila;Santander;178000;;;sí;2;68;1;sí;no;0
595;Inmobiliaria Mi Villa;piso;;Calle el Carmen;;Colindres;228000;;;sí;3;100;3;sí;sí;0
596;Inmobiliaria Mi Villa;piso;;Barrio la Quintana;;Ramales de la Victoria;149900;;;sí;2;54;1;sí;sí;0
597;Inmobiliaria Mi Villa;ático;;Avenida Primera Avenida;;Santoña;659000;;;sí;5;200;;desconocido;desconocido;0
598;Inmobiliaria Mi Villa;piso;;Calle la Quinta;;Colindres;199900;;;desconocido;2;87;1;sí;sí;0
599;Inmobiliaria Mi Villa;piso;;Barrio los Corrales;;Beranga;142000;;;sí;3;97;2;sí;no;0
600;Inmobiliaria Mi Villa;casa;chalét adosado;Calle M Ruiz Arenado;;Ampuero;206000;;;sí;2;70;;desconocido;desconocido;0
601;Exclusivas inmobiliarias mikeli;casa;casa o chalet independiente;Barrio la Arnía;Liencres;Piélagos;875000;;;sí;6;308;;desconocido;desconocido;0
602;ACERO Inmobiliaria;casa;casa o chalet independiente;Pozo barrio el;Boo;Piélagos;470000;;;sí;4;263;;desconocido;desconocido;0
