fuente,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,precio_eur,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,finca
Exclusivas inmobiliarias mikeli,casa,casa independiente,Ampuero,Ampuero,Ampuero,645000.0,0.0,10.0,541.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa independiente,Laredo,Laredo,Laredo,460000.0,1.0,5.0,295.0,0.0,,,0
Inmobiliarias.com,piso,apartamento,Playa Ostende,Castro-Urdiales,Castro-Urdiales,400000.0,0.0,2.0,80.0,1.0,1.0,1.0,0
Espazio Inmobiliario,casa,casa independiente,Igollo,Camargo,Camargo,2884000.0,1.0,5.0,800.0,0.0,,,0
Inmobiliaria Vacaciones,casa,casa independiente,Suesa,Ribamontan al Mar,Ribamontan al Mar,650000.0,1.0,4.0,180.0,0.0,,,0
Nortepisos,piso,apartamento,Tregadín,Noja,Noja,270000.0,1.0,3.0,73.0,3.0,1.0,1.0,0
eXp Realty España,casa,casa independiente,Penagos,Penagos,Penagos,320000.0,1.0,4.0,196.0,0.0,,,0
Inmobiliaria las Dunas,casa,casa independiente,Oruña,Piélagos,Piélagos,720000.0,1.0,4.0,300.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa independiente,Barcena de Cicero,Barcena de Cicero,Barcena de Cicero,449000.0,0.0,5.0,257.0,0.0,,,0
Inmobiliarias.com,casa,casa independiente,Guriezo,Guriezo,Guriezo,550000.0,1.0,4.0,360.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Marina de Cudeyo,Marina de Cudeyo,Marina de Cudeyo,800000.0,1.0,8.0,374.0,0.0,,,0
viBe,piso,apartamento,Suances,Suances,Suances,198000.0,0.0,3.0,90.0,3.0,1.0,0.0,0
INMOBILIARIA INVERCASS,casa,casa adosada,Cotolino,Castro-Urdiales,Castro-Urdiales,550000.0,1.0,3.0,301.0,0.0,,,0
Inmobiliarias.com,casa,casa rural,Barrio Baltezana,Castro-Urdiales,Castro-Urdiales,270000.0,1.0,6.0,550.0,0.0,,,0
Ática Inmobiliaria,piso,apartamento,Fernando de los Ríos,Santander,Santander,310000.0,0.0,3.0,93.0,6.0,1.0,1.0,0
Ática Inmobiliaria,piso,apartamento,Mortera,Piélagos,Piélagos,159000.0,0.0,2.0,50.0,0.0,1.0,0.0,0
Gestion inmobiliaria Victoria,piso,apartamento,Oriñón,Castro-Urdiales,Castro-Urdiales,195000.0,1.0,2.0,76.0,1.0,1.0,1.0,0
INMOBILIARIA INVERCASS,piso,apartamento,Centro,Castro-Urdiales,Castro-Urdiales,400000.0,0.0,4.0,154.0,5.0,1.0,1.0,0
desconocido,piso,apartamento,Santoña,Santoña,Santoña,185000.0,0.0,3.0,110.0,1.0,1.0,1.0,0
Inmobiliaria costa 7,piso,ático,Calle la Salce,Ris,Noja,178000.0,1.0,2.0,64.0,3.0,1.0,0.0,0
Engel & Völkers Santander,casa,casa independiente,Calle Santa Teresa,,Camargo,990000.0,1.0,7.0,622.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Barrio Dueso,Barrio Dueso,Santoña,95000.0,0.0,3.0,100.0,2.0,1.0,0.0,0
Inmobiliaria JC de Laredo,piso,apartamento,Plaza San Antonio,,Santoña,85000.0,0.0,3.0,105.0,2.0,1.0,0.0,0
Inmobiliaria JC de Laredo,piso,ático,Barrio Dueso,Barrio Dueso,Santoña,60000.0,0.0,1.0,55.0,3.0,1.0,0.0,0
Bahía Home,casa,casa adosada,Calle Camus 83,Cueto,Santander,659000.0,1.0,6.0,262.0,0.0,,,0
THE SIBARIST Property & Homes Cantabria,casa,casa independiente,Barrio la Braña 1,,San Vicente de la Barquera,1975000.0,1.0,8.0,630.0,0.0,,,0
RE/MAX Vértice,casa,casa independiente,Barrio Labarces,Barrio Labarces,Valdáliga,75000.0,1.0,4.0,150.0,0.0,,,0
Gestión Inmobiliaria Val de Cella,casa,casa independiente,CA-260 42,,Miera,515000.0,0.0,6.0,400.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa independiente,Ramales de la Victoria,,Ramales de la Victoria,185000.0,0.0,2.0,90.0,0.0,,,0
Inmosantander,piso,apartamento,CL Francisco Tomas Valiente,Peñacastillo - Nuevamontaña,Santander,249000.0,1.0,2.0,94.0,5.0,1.0,1.0,0
Inmobiliaria Eurocasa,piso,dúplex,Calle Abra del Pas,,Mogro,290000.0,1.0,3.0,51.0,1.0,1.0,0.0,0
López Alonso Inmobiliaria,piso,apartamento,Calle Antonio de la Dehesa 7,Monte,Santander,435000.0,1.0,2.0,92.0,4.0,1.0,1.0,0
Inmobiliaria uranga,casa,casa independiente,Barrio Pondrá,,Ramales de la Victoria,188500.0,1.0,5.0,292.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Avenida de Berria Primera Avenida,,Santoña,1080000.0,1.0,4.0,300.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Barrio el Puerto,,Marina de Cudeyo,495000.0,1.0,4.0,352.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Barrio el Mazo,,Meruelo,750000.0,1.0,4.0,471.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,825000.0,1.0,5.0,209.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle San Roque,,Alfoz de Lloredo,750000.0,1.0,5.0,244.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa de piedra,Barrio Pondrá,,Ramales de la Victoria,188500.0,,5.0,292.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Camino Vial,Oruña,Piélagos,420000.0,1.0,5.0,340.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Calle Santander 4,,Colindres,165000.0,,1.0,53.0,3.0,1.0,1.0,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle Herminio Fernández Caballero,Guarnizo,Camargo,435000.0,,7.0,287.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa adosada,Calle la Fábrica,Galizano,Ribamontán al Mar,350000.0,1.0,2.0,109.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Avenida Playa San Juan de la Canal,Soto de la Marina,Santa Cruz de Bezana,1500000.0,1.0,7.0,372.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Limpias,,Limpias,248000.0,1.0,3.0,90.0,0.0,1.0,1.0,0
RE/MAX Vértice,casa,casa independiente,Calle Santander,,Los Corrales de Buelna,299000.0,1.0,11.0,480.0,0.0,,,0
Inmobiliaria Mi Villa,piso,apartamento,Calle El Pelegrín,Centro,Laredo,179000.0,,3.0,93.0,4.0,1.0,0.0,0
desconocido,piso,apartamento,Barrio Gama 25 b,,Bárcena de Cicero,178000.0,1.0,2.0,74.0,2.0,1.0,1.0,0
Costa Ris,piso,ático,Bárcena de Cicero,,Bárcena de Cicero,280000.0,1.0,4.0,135.0,,,1.0,0
RE/MAX Vértice,piso,apartamento,Avenida Solvay,Inmobiliaria - Barreda,Torrelavega,89000.0,,2.0,90.0,0.0,1.0,0.0,0
Inmobiliaria JC de Laredo,casa,casa indiana,Liendo,,Liendo,1300000.0,1.0,7.0,500.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Ruiloba,,Ruiloba,2885000.0,1.0,7.0,495.0,0.0,,,0
Trece Home,piso,apartamento,Barrio los Corrales,,Beranga,142000.0,,3.0,103.0,2.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Centro,Centro,Laredo,175000.0,,2.0,85.0,0.0,1.0,0.0,0
RE/MAX Vértice,casa,casa independiente,Diseminado Hazas Cesto 1001,,Hazas de Cesto,400000.0,1.0,4.0,814.0,0.0,,,0
desconocido,casa,casa adosada,Avenida Derechos Humanos 3,Zona Playa,Laredo,455000.0,1.0,4.0,206.0,0.0,,,0
Bahía Home,piso,estudio,Calle Justicia 2,Cuatro Caminos,Santander,138000.0,,1.0,38.0,5.0,1.0,0.0,0
Bahía Home,casa,casa adosada,Barrio El Carite 11,,Hazas de Cesto,295000.0,1.0,3.0,145.0,0.0,,,0
REMAX Olid Inmobiliaria en Valladolid,casa,casa adosada,Calle Las Casillas,El Callejo - La Pesquera - La Arenosa,Laredo,500109.0,0.0,5.0,187.0,0.0,,,0
REMAX Olid Inmobiliaria en Valladolid,casa,casa independiente,Barrio Bárcena,,Alfoz de Lloredo,650133.0,,12.0,344.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,Calle de Navajeda,Sancibrián,Santa Cruz de Bezana,1585000.0,1.0,6.0,1562.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa de piedra,Rasines,,Rasines,135000.0,1.0,4.0,436.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa adosada,Ampuero,,Ampuero,176000.0,0.0,5.0,150.0,0.0,,,0
Inmobiliaria Mi Villa,piso,apartamento,Calle Doctor Antonio Ruiz Ruiz,,Ampuero,120000.0,1.0,3.0,80.0,1.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle Emperador Carlos V,,Ampuero,140000.0,,3.0,100.0,3.0,,0.0,0
Fincas Mafer,piso,dúplex,Calle Menéndez Pelayo 44,Centro,Laredo,353000.0,,3.0,100.0,3.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Avenida de Francia,Zona Playa,Laredo,245000.0,,2.0,70.0,0.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,estudio,Avenida de la Libertad,El Puntal,Laredo,85000.0,,3.0,50.0,0.0,1.0,1.0,0
Inmobiliaria Barrio,piso,apartamento,Calle Pintor Varela 29,Inmobiliaria - Barreda,Torrelavega,110000.0,,2.0,51.0,1.0,1.0,0.0,0
Inmobiliaria Barrio,piso,apartamento,Calle Serapio Beade 9,,Suances,180000.0,1.0,2.0,65.0,4.0,1.0,1.0,0
Inmobiliaria Mi Villa,casa,casa adosada,Barrio Balbacienta,,Guriezo,130000.0,,3.0,288.0,0.0,,,0
Bahía Home,casa,casa independiente,Calle Ernest Lluch 36,Monte,Santander,775000.0,1.0,6.0,343.0,0.0,,,0
eXp Realty España,casa,casa independiente,Barrio San Mateo,,Los Corrales de Buelna,675000.0,1.0,4.0,646.0,0.0,,,0
Inmobiliaria Mi Villa,piso,ático,Calle Menéndez Pelayo,Centro,Laredo,600000.0,1.0,3.0,150.0,4.0,1.0,0.0,0
Inmobiliaria Mi Villa,casa,casa adosada,Calle Hermandad Donantes de Sangre,El Puntal,Laredo,605000.0,1.0,4.0,300.0,0.0,,,0
altamira21.com,casa,casa rural,Barrio Rioseco 4,,Guriezo,1300000.0,1.0,6.0,1750.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,apartamento,Centro,Centro,Laredo,600000.0,,3.0,150.0,4.0,1.0,1.0,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio El Hacha,El Callejo - La Pesquera - La Arenosa,Laredo,299900.0,,4.0,260.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio La Arenosa,El Callejo - La Pesquera - La Arenosa,Laredo,460000.0,1.0,6.0,295.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa de piedra,Barrio los Valles,,Ramales de la Victoria,180000.0,,1.0,450.0,0.0,,,0
Inmobiliaria Mi Villa,piso,dúplex,Calle Merenillo,Centro,Laredo,180000.0,,2.0,72.0,2.0,1.0,0.0,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio la Pesquera,El Callejo - La Pesquera - La Arenosa,Laredo,590000.0,1.0,3.0,212.0,0.0,,,0
RE/MAX Vértice,casa,casa independiente,Calle Rebollar,,Igollo (Camargo),625000.0,1.0,5.0,294.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio La Arenosa,El Callejo - La Pesquera - La Arenosa,Laredo,299000.0,,4.0,295.0,0.0,,,0
Inmobiliaria Mi Villa,piso,dúplex,Calle Emperador,Centro,Laredo,299000.0,,3.0,115.0,3.0,1.0,1.0,0
Inmobiliaria JC de Laredo,casa,casa independiente,El Callejo - La Pesquera - La Arenosa,,Laredo,299000.0,,4.0,265.0,0.0,,,0
Inmobiliaria Mi Villa,piso,estudio,Avenida Derechos Humanos,Carlos V,Laredo,98000.0,,0.0,25.0,0.0,1.0,1.0,0
Inmobiliaria JC de Laredo,piso,apartamento,Voto,,Voto,168000.0,,2.0,82.0,2.0,1.0,1.0,0
Inmobiliaria Eurocasa,piso,apartamento,Calle Eulogio Fernández Barros,,Camargo,184000.0,0.0,3.0,89.0,1.0,1.0,1.0,0
Inmobiliaria uranga,casa,casa independiente,Barrio la Somadilla,,Voto,1175000.0,0.0,5.0,450.0,0.0,,,0
López Alonso Inmobiliaria,piso,apartamento,Avenida Francisco Giner de los Ríos,,San Vicente de la Barquera,210000.0,0.0,1.0,55.0,1.0,1.0,1.0,0
Fincas Mafer,piso,apartamento,Travesía los Derechos Humanos 13,Carlos V,Laredo,190000.0,0.0,2.0,54.0,0.0,1.0,0.0,0
Inmobiliaria trauko,casa,casa adosada,Barrio Balbacienta,,Guriezo,285000.0,1.0,4.0,200.0,0.0,,,0
knock,casa,casa adosada,Barrio Arnuero 1,,Arnuero,280000.0,1.0,3.0,155.0,0.0,,,0
desconocido,casa,casa independiente,Escobedo,,Camargo,320000.0,1.0,4.0,482.0,0.0,,,0
desconocido,casa,casa adosada,Calle Ría de Solía,,El Astillero,379000.0,1.0,3.0,194.0,0.0,,,0
desconocido,casa,casa independiente,Barrio Valledal,,Val de San Vicente,345000.0,0.0,4.0,333.0,0.0,,,0
Inmosantander,casa,casa adosada,CL Pielagos,,Suances,270000.0,0.0,5.0,180.0,0.0,,,0
Reines Grupo Inmobiliario Santander,piso,ático,Calle José Ortega y Gasset 35,Peñacastillo - Nuevamontaña,Santander,367000.0,1.0,2.0,113.0,5.0,1.0,1.0,0
Espazio Inmobiliario,casa,casa independiente,Valdaliga,,Valdáliga,200000.0,0.0,1.0,453.0,0.0,,,0
desconocido,casa,casa adosada,Barrio la Pelia,,Ribamontán al Monte,191000.0,0.0,3.0,218.0,0.0,,,0
Inmobiliaria Eurocasa,piso,apartamento,Avenida Pérez Galdós,El Sardinero,Santander,1175000.0,1.0,3.0,139.0,6.0,1.0,1.0,0
InmoLYDIAria,casa,casa adosada,Barrio Rioseco 29 a,,Guriezo,263000.0,1.0,4.0,114.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio Agüeras,,Beranga,340000.0,1.0,5.0,163.0,0.0,,,0
Inmobiliaria Barrio,casa,chalét,Calle Fuente Vieda 906,,Miengo,380000.0,1.0,3.0,354.0,0.0,,,0
InmoLYDIAria,piso,apartamento,Barrio Brazomar 54,Brazomar,Castro-Urdiales,220000.0,1.0,2.0,68.0,2.0,1.0,1.0,0
Inmobiliaria Barrio,piso,apartamento,Calle San José 17,Centro,Torrelavega,129500.0,0.0,2.0,84.0,2.0,1.0,0.0,0
FLAT INMOBILIARIA,piso,apartamento,Calle el Hoyo 5,Playa Ostende,Castro-Urdiales,295000.0,1.0,3.0,93.0,1.0,1.0,1.0,0
wejaus,piso,apartamento,Calle Marcelino Sanz de Sautuola 14,Puerto Chico,Santander,546000.0,0.0,4.0,127.0,1.0,1.0,1.0,0
Inmosantander,piso,apartamento,Ps General Dávila,General Dávila,Santander,175000.0,0.0,3.0,63.0,0.0,1.0,1.0,0
InmoLYDIAria,piso,ático,Calle Santa Ana 3,Playa Ostende,Castro-Urdiales,336000.0,1.0,3.0,127.0,3.0,1.0,1.0,0
Inmobiliaria JC de Laredo,casa,casa adosada,Centro,,Laredo,450000.0,0.0,4.0,131.0,0.0,,,0
ASJ Inmobiliaria,piso,apartamento,CL Ruamayor,Centro - Ayuntamiento,Santander,349000.0,0.0,4.0,132.0,6.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle Gutiérrez Rada,Centro,Laredo,175000.0,0.0,2.0,89.0,0.0,1.0,0.0,0
Inmobiliaria Barrio,casa,chalét,Barrio Bustillo 1,,Cartes,470000.0,1.0,3.0,511.0,0.0,,,0
FLAT INMOBILIARIA,casa,casa adosada,Barrio Laiseca 162,Sámano,Castro-Urdiales,405000.0,1.0,4.0,210.0,0.0,,,0
INMOBILIARIA COSTA BELLA,casa,casa adosada,Barrio Cerecedas,,Argoños,335000.0,1.0,4.0,209.0,0.0,,,0
INMOBILIARIA COSTA BELLA,piso,apartamento,Calle Sor María del Carmen,,Santoña,145000.0,1.0,1.0,45.0,1.0,1.0,1.0,0
López Alonso Inmobiliaria,piso,apartamento,Calle Jaime del Amo,,Suances,285000.0,1.0,3.0,104.0,3.0,1.0,1.0,0
VIVANTIAL,casa,casa adosada,Calle San Lorenzo,Covadonga - Campuzano - Ciudad Vergel,Torrelavega,164000.0,0.0,4.0,128.0,0.0,,,0
Inmobiliaria Sebrango,casa,casa independiente,Avenida José María de Pereda 38,Sancibrián,Santa Cruz de Bezana,540000.0,1.0,6.0,737.0,0.0,,,0
Inmobiliaria Parque,casa,casa adosada,Calle la Mies,,Ampuero,319000.0,1.0,4.0,224.0,0.0,,,0
Inmobiliaria Sebrango,casa,casa adosada,Barrio el Puente 17,Oruña,Piélagos,390000.0,1.0,3.0,207.0,0.0,,,0
Inmobiliaria Sebrango,piso,apartamento,Calle San Fernando 22,Numancia - San Fernando,Santander,315000.0,0.0,2.0,83.0,1.0,1.0,1.0,0
Inmobiliaria Sebrango,casa,casa independiente,Calle Río Arriba 315,Tanos,Torrelavega,580000.0,1.0,4.0,360.0,0.0,,,0
Inmobiliaria Sebrango,piso,dúplex,Calle Fuente Vieda 15,,Miengo,270000.0,1.0,3.0,91.0,1.0,1.0,0.0,0
Inmobiliaria Suances,piso,dúplex,CL Serapio Beade 9,,Suances,199000.0,1.0,2.0,69.0,2.0,1.0,1.0,0
Inmobiliaria Sebrango,piso,apartamento,Paseo General Dávila - Grupo San Francisco 294,General Dávila,Santander,220000.0,0.0,3.0,90.0,3.0,1.0,0.0,0
Inmobiliaria Sebrango,casa,casa adosada,Calle Francisco de Cáceres 2,Valdenoja,Santander,1300000.0,1.0,4.0,415.0,0.0,,,0
Opportunity & Deal,piso,apartamento,Calle Igareda,,Cabezón de la Sal,139000.0,0.0,5.0,160.0,2.0,1.0,0.0,0
Engel & Völkers Santander,casa,casa independiente,Barrio la Barquería,,Marina de Cudeyo,2500000.0,1.0,8.0,378.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,Carretera Ongayo,,Suances,790000.0,1.0,4.0,365.0,0.0,,,0
Fuennova,casa,casa adosada,Calle Padre Antonio 24,,San Vicente de la Barquera,208000.0,0.0,4.0,228.0,0.0,,,0
Inmobiliaria uranga,piso,apartamento,Avenida Derechos Humanos,Zona Playa,Laredo,98000.0,0.0,1.0,25.0,0.0,1.0,0.0,0
Rusticas Singulares,casa,palacio,Bo. Liaño s/n,,Villaescusa,950000.0,1.0,5.0,371.0,0.0,,,0
Rusticas Singulares,casa,torre,Ds. Roiz s/n,,Valdáliga,2200000.0,1.0,7.0,500.0,0.0,,,0
Espazio Inmobiliario,piso,apartamento,Calle Carlos Haya 11,Castilla - Hermida,Santander,299000.0,0.0,3.0,81.0,7.0,1.0,1.0,0
Engel & Völkers Santander,casa,casa independiente,Calle Torrelavega,,Suances,1300000.0,0.0,8.0,318.0,0.0,,,0
San Martín Consultores Inmobiliarios,casa,casa independiente,Barrio Pomar 7,,Alfoz de Lloredo,575000.0,0.0,5.0,350.0,0.0,,,0
Gestión inmobiliaria Victoria,piso,apartamento,Barrio Brazomar,Brazomar,Castro-Urdiales,299000.0,0.0,2.0,65.0,0.0,1.0,1.0,0
Inmobiliaria uranga,piso,apartamento,Avenida de la Libertad,Zona Playa,Laredo,140000.0,0.0,1.0,42.0,0.0,1.0,0.0,0
particular,piso,apartamento,Calle Rosalía de Castro 25,Peñacastillo - Nuevamontaña,Santander,250000.0,1.0,2.0,104.0,2.0,1.0,1.0,0
Inmobiliarias.com,casa,casa adosada,Rioseco,,Guriezo,263000.0,,4.0,125.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa adosada,Avenida Derechos Humanos,Zona Playa,Laredo,412000.0,1.0,4.0,200.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio Llueva-Arriba,,Voto,372000.0,1.0,4.0,250.0,0.0,,,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Somadilla,,Voto,60000.0,,1.0,60.0,0.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle Adal Treto,,Bárcena de Cicero,170000.0,1.0,3.0,108.0,1.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle República de Costa Rica,Zona Playa,Laredo,220000.0,,2.0,60.0,9.0,1.0,1.0,0
ORDUNTE Inmobiliaria,casa,casa adosada,Calle Paco Labiano,Playa Ostende,Castro-Urdiales,590000.0,1.0,3.0,250.0,0.0,,,0
Trece Home,piso,apartamento,Calle Palacio,Palacio,Noja,263000.0,1.0,2.0,80.0,2.0,1.0,1.0,0
RE/MAX Vértice,piso,apartamento,Calle Carral,,Suances,219900.0,1.0,2.0,53.0,0.0,1.0,1.0,0
REMAX Olid Inmobiliaria en Valladolid,piso,apartamento,Calle Río,,Santillana del Mar,143961.0,1.0,2.0,45.0,1.0,1.0,0.0,0
REMAX Olid Inmobiliaria en Valladolid,piso,apartamento,Calle Serafín Escalante,Centro,Torrelavega,225135.0,,2.0,105.0,3.0,1.0,1.0,0
Inmobiliarias.com,casa,casa rural,Balbacienta,,Guriezo,130000.0,,3.0,288.0,0.0,,,0
REMAX Olid Inmobiliaria en Valladolid,piso,apartamento,Calle Amador de los Ríos,El Parque - Zapatón,Torrelavega,145079.0,,3.0,89.0,1.0,1.0,0.0,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle Requejada,,Polanco,540000.0,1.0,11.0,473.0,0.0,,,0
Inmobiliaria JC de Laredo,piso,dúplex,Calle Merenillo,Centro,Laredo,180000.0,,2.0,80.0,2.0,1.0,0.0,0
Trece Home,piso,apartamento,Calle la Braña,El Sardinero,Santander,650000.0,1.0,2.0,75.0,,,1.0,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio San Pedro,,Arnuero,450000.0,,6.0,267.0,0.0,,,0
Inmobiliaria Eurocasa,piso,apartamento,Calle Enrique Gran,General Dávila,Santander,170000.0,,3.0,65.0,2.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Peña,,Bárcena de Cicero,176000.0,1.0,2.0,82.0,2.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Somadilla,,Voto,139000.0,1.0,1.0,60.0,3.0,1.0,1.0,0
Inmobiliaria Eurocasa,piso,apartamento,Paseo Menéndez Pelayo,Puerto Chico,Santander,550000.0,1.0,3.0,68.0,2.0,1.0,0.0,0
altamira21.com,casa,casa independiente,Calle Barrio La,Parbayón,Piélagos,639000.0,1.0,4.0,377.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Calle del Progreso,,Ampuero,590000.0,1.0,10.0,805.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Travesía de el Cantón,,Limpias,400000.0,1.0,3.0,200.0,0.0,,,0
Inmobiliaria JC de Laredo,casa,casa adosada,Ampuero,,Ampuero,233500.0,1.0,3.0,113.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Avenida Conde de Albox,,Limpias,599000.0,,20.0,1213.0,0.0,,,0
Bahía Home,casa,casa adosada,Barrio la Puntania 45,,Mortera,329000.0,1.0,3.0,204.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Barrio Pondrá,,Ramales de la Victoria,195000.0,1.0,5.0,292.0,0.0,,,0
Inmobiliaria Mi Villa,casa,casa independiente,Plaza Campo de las Ferias,,Colindres,350000.0,1.0,4.0,300.0,0.0,,,0
Inmobiliaria Mi Villa,piso,apartamento,Calle la Bolera,,Bárcena de Cicero,195000.0,1.0,2.0,82.0,3.0,1.0,1.0,0
López Alonso Inmobiliaria,piso,apartamento,Calle Valladolid,General Dávila,Santander,178000.0,1.0,2.0,68.0,1.0,1.0,0.0,0
Inmobiliaria Mi Villa,piso,apartamento,Calle el Carmen,,Colindres,228000.0,1.0,3.0,100.0,3.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio la Quintana,,Ramales de la Victoria,149900.0,1.0,2.0,54.0,1.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,ático,Avenida Primera Avenida,,Santoña,659000.0,1.0,5.0,200.0,,,,0
Inmobiliaria Mi Villa,piso,apartamento,Calle la Quinta,,Colindres,199900.0,,2.0,87.0,1.0,1.0,1.0,0
Inmobiliaria Mi Villa,piso,apartamento,Barrio los Corrales,,Beranga,142000.0,1.0,3.0,97.0,2.0,1.0,0.0,0
Inmobiliaria Mi Villa,casa,casa adosada,Calle M Ruiz Arenado,,Ampuero,206000.0,1.0,2.0,70.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Barrio la Arnía,Liencres,Piélagos,875000.0,1.0,6.0,308.0,0.0,,,0
ACERO Inmobiliaria,casa,casa independiente,Pozo barrio el,Boo,Piélagos,470000.0,1.0,4.0,263.0,0.0,,,0
Engel & Völkers Santander,casa,casa independiente,Barrio el Pino,Liencres,Piélagos,975000.0,0.0,5.0,486.0,0.0,,,0
ACERO Inmobiliaria,piso,apartamento,Urbanización Rìa del Pas,Boo,Piélagos,190000.0,0.0,2.0,70.0,1.0,1.0,1.0,0
THE SIBARIST Property & Homes Cantabria,casa,casa independiente,Liencres,,Piélagos,1700000.0,1.0,4.0,220.0,0.0,,,0
altamira21.com,casa,casa independiente,Barrio las Cerreas,Liencres,Piélagos,950000.0,1.0,5.0,351.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle de la Arnia,Soto de la Marina,Santa Cruz de Bezana,1290000.0,1.0,5.0,439.0,0.0,,,0
Exclusivas inmobiliarias mikeli,casa,casa independiente,Calle los Calderones,Soto de la Marina,Santa Cruz de Bezana,1080000.0,1.0,4.0,449.0,0.0,,,0
Exclusivas inmobiliarias mikeli,piso,apartamento,Barrio Rodil,Mortera,Piélagos,180000.0,0.0,1.0,49.0,0.0,1.0,0.0,0
Inmosantander,casa,casa adosada,Urbanización Virgen del Mar,Soto de la Marina,Santa Cruz de Bezana,545000.0,1.0,4.0,275.0,0.0,,,0
Inmosantander,casa,casa independiente,Av Fernando Saiz,Soto de la Marina,Santa Cruz de Bezana,590000.0,1.0,5.0,148.0,0.0,,,0
Ática Inmobiliaria,casa,casa adosada,Barrio la Puntania,Mortera,Piélagos,499000.0,1.0,5.0,248.0,0.0,,,0
Inmobiliaria PAS-NuevoPiso,casa,casa independiente,CA-303,Mortera,Piélagos,470000.0,1.0,4.0,360.0,0.0,,,0
Inmobiliaria Eurocasa,casa,casa independiente,Liencres,,Piélagos,600000.0,1.0,3.0,104.0,0.0,,,0
Inmobiliaria las Dunas,piso,apartamento,Barrio Rodil,Mortera,Piélagos,159000.0,0.0,2.0,50.0,0.0,1.0,0.0,0
Inmobiliaria las Dunas,casa,casa independiente,La Tejera,Boo,Piélagos,670000.0,1.0,5.0,400.0,0.0,,,0
MENA INMOBILIARIA,piso,apartamento,Bezana,,Santa Cruz de Bezana,299000.0,1.0,3.0,95.0,1.0,1.0,1.0,0
Distrito inmobiliario,casa,casa adosada,Barrio el Callejo,Liencres,Piélagos,354000.0,1.0,4.0,170.0,0.0,,,0
