tipo_operacion,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
alquiler,1750.0,150.0,4,3,chalet,semidetachedHouse,Cantabria,Polanco,desconocido,43.3979774,-4.0160353,desconocido,False,False,True,False,3.641,0.77,1.258
alquiler,750.0,73.0,2,1,flat,duplex,Cantabria,Santander,Cuatro Caminos,43.4566188,-3.8259597,4,True,False,False,False,2.697,0.303,0.116
alquiler,1000.0,77.0,2,2,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4595846,-3.8248004,11,True,True,False,False,2.421,0.073,0.122
alquiler,900.0,199.0,4,3,chalet,terracedHouse,Cantabria,Piélagos,Renedo,43.3517807,-3.9574103,desconocido,False,False,True,False,9.53,0.319,0.493
alquiler,1300.0,100.0,4,1,flat,desconocido,Cantabria,Camargo,Muriedas,43.4158465,-3.8434545,1,True,True,False,False,2.748,0.133,0.275
alquiler,500.0,40.0,1,1,flat,duplex,Cantabria,Viveda,desconocido,43.379131,-4.0752323,bj,True,False,False,False,5.403,2.379,2.023
alquiler,550.0,50.0,2,1,flat,desconocido,Cantabria,Viveda,desconocido,43.379131,-4.0752323,bj,True,False,False,False,5.403,2.379,2.023
alquiler,950.0,90.0,3,2,flat,desconocido,Cantabria,Santander,Alisal - Cazoña - San Román,43.4572135,-3.8339659,9,True,True,False,False,2.469,0.483,0.194
alquiler,850.0,75.0,2,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4578047,-3.822721,bj,True,False,False,False,2.67,0.203,0.083
alquiler,950.0,80.0,3,1,flat,desconocido,Cantabria,Torrelavega,Inmobiliaria - Barreda,43.3541729,-4.0454529,2,False,False,False,False,8.213,0.108,0.117
alquiler,820.0,110.0,3,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.3480676,-4.0482748,7,True,True,False,False,8.913,0.078,0.146
alquiler,700.0,50.0,1,1,flat,desconocido,Cantabria,Ribamontan al Mar,Somo,43.4516326,-3.7455621,bj,True,False,False,False,0.758,0.311,1.098
alquiler,850.0,90.0,3,2,flat,desconocido,Cantabria,Santander,El Sardinero,43.472053,-3.7891757,5,True,True,False,False,0.576,0.376,0.165
alquiler,650.0,50.0,1,1,flat,desconocido,Cantabria,Reocin,desconocido,43.3554672,-4.1112665,bj,True,False,False,False,7.763,2.183,0.92
alquiler,700.0,80.0,3,1,flat,desconocido,Cantabria,Torrelavega,Cerezo - Aspla - Torres,43.3511779,-4.0535089,bj,True,False,False,False,8.633,0.181,0.24
alquiler,1000.0,89.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.3467,-4.0448798,1,True,True,False,False,9.036,0.124,0.144
alquiler,1000.0,98.0,3,2,flat,desconocido,Cantabria,Torrelavega,Ciudad Nueva,43.3429433,-4.0464908,2,True,True,False,False,9.464,0.179,0.277
alquiler,825.0,100.0,3,2,flat,desconocido,Cantabria,Torrelavega,Centro,43.350602,-4.0482529,2,True,True,False,False,8.633,0.14,0.191
alquiler,1300.0,150.0,3,3,chalet,semidetachedHouse,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4411415,-3.8726763,desconocido,False,False,True,False,3.854,0.492,0.59
alquiler,1300.0,150.0,3,3,chalet,semidetachedHouse,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4430562,-3.8722371,desconocido,False,False,True,False,3.676,0.539,0.699
alquiler,1600.0,180.0,4,3,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4635605,-3.906963,desconocido,False,False,True,False,1.056,1.839,0.901
alquiler,1800.0,91.0,3,1,flat,desconocido,Cantabria,Suances,desconocido,43.4266236,-4.0443084,4,True,False,False,False,0.753,0.313,0.079
alquiler,1500.0,120.0,3,2,flat,desconocido,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4685002,-3.8994016,3,True,True,True,False,0.753,1.923,0.129
alquiler,700.0,85.0,2,2,flat,desconocido,Cantabria,Piélagos,Parbayón,43.376446,-3.8973369,bj,True,True,True,False,8.631,4.633,0.34
alquiler,1000.0,90.0,3,1,flat,desconocido,Cantabria,Torrelavega,Centro,43.348268,-4.0470103,2,True,True,False,False,8.879,0.047,0.165
alquiler,900.0,160.0,2,2,flat,penthouse,Cantabria,Torrelavega,Cerezo - Aspla - Torres,43.3509815,-4.0676839,1,True,False,True,False,8.565,0.36,0.407
alquiler,620.0,60.0,2,1,flat,desconocido,Cantabria,Torrelavega,Ciudad Nueva,43.3407409,-4.0522799,2,True,False,False,False,9.763,0.12,0.088
alquiler,900.0,75.0,3,1,flat,desconocido,Cantabria,Torrelavega,Covadonga - Campuzano - Ciudad Vergel,43.34498,-4.06215,2,True,False,False,False,9.337,0.069,0.178
alquiler,620.0,80.0,2,1,flat,desconocido,Cantabria,Cartes,desconocido,43.3329123,-4.0601942,bj,True,True,False,False,10.664,0.265,0.702
alquiler,690.0,97.0,3,1,flat,desconocido,Cantabria,Villapresente,desconocido,43.3612596,-4.1005766,bj,True,False,False,False,7.053,1.35,0.807
alquiler,800.0,82.0,2,2,chalet,terracedHouse,Cantabria,Polanco,desconocido,43.3830756,-4.0100127,desconocido,False,False,True,False,5.355,1.347,0.587
alquiler,1100.0,120.0,3,2,flat,desconocido,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4704829,-3.8889815,1,True,False,False,False,0.363,1.198,0.609
alquiler,1000.0,99.0,3,2,flat,desconocido,Cantabria,Santa Cruz de Bezana,Bezana,43.440201,-3.8941732,bj,True,True,False,False,3.627,0.207,0.758
alquiler,1750.0,150.0,4,3,chalet,semidetachedHouse,Cantabria,Polanco,desconocido,43.395835,-4.0142582,desconocido,False,False,True,False,3.918,0.691,1.021
alquiler,1500.0,128.0,3,2,flat,penthouse,Cantabria,Suances,desconocido,43.4408331,-4.0425505,4,True,False,True,False,0.417,0.771,1.529
alquiler,1200.0,200.0,3,3,chalet,independantHouse,Cantabria,Suances,desconocido,43.4086874,-4.0376832,desconocido,False,False,True,False,2.119,1.844,0.898
alquiler,600.0,45.0,1,1,flat,desconocido,Cantabria,Suances,desconocido,43.4248168,-4.0347571,1,False,False,False,False,0.316,0.38,0.491
alquiler,700.0,60.0,2,1,flat,desconocido,Cantabria,Suances,desconocido,43.4267384,-4.0529185,1,True,False,False,False,0.864,0.998,0.755
alquiler,990.0,217.0,3,3,chalet,independantHouse,Cantabria,Polanco,desconocido,43.3833869,-4.0126818,desconocido,False,False,False,False,5.244,1.186,0.423
alquiler,2000.0,128.0,3,2,flat,penthouse,Cantabria,Suances,desconocido,43.4408331,-4.0425505,4,True,False,True,False,0.417,0.771,1.529
alquiler,900.0,102.0,3,2,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.3956517,-3.3275368,desconocido,False,False,False,False,0.709,3.477,3.395
alquiler,1500.0,70.0,2,1,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.4229698,-3.5173499,2,True,True,True,False,5.117,0.417,1.645
alquiler,1600.0,62.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4100394,-3.4388374,3,False,True,False,False,1.527,0.512,0.329
alquiler,600.0,55.0,1,1,flat,desconocido,Cantabria,Voto,desconocido,43.3537333,-3.4968978,bj,True,True,True,False,8.179,0.037,1.202
alquiler,790.0,90.0,3,2,flat,desconocido,Cantabria,Voto,desconocido,43.3554295,-3.4950492,1,True,False,True,False,7.945,0.147,1.431
alquiler,670.0,65.0,2,2,chalet,terracedHouse,Cantabria,Ampuero,desconocido,43.345513,-3.4129984,desconocido,False,False,True,False,8.22,0.404,0.263
alquiler,2100.0,75.0,3,1,flat,desconocido,Cantabria,Laredo,Carlos V,43.4085993,-3.4245135,2,True,True,False,False,2.261,0.613,0.611
alquiler,550.0,49.0,1,1,flat,desconocido,Cantabria,Santoña,desconocido,43.4440923,-3.4565543,3,True,True,False,False,0.55,0.142,0.133
alquiler,600.0,70.0,2,2,flat,desconocido,Cantabria,Ampuero,desconocido,43.3450746,-3.4106473,2,True,False,False,False,8.187,0.532,0.36
alquiler,750.0,40.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3803193,-3.2251607,3,True,True,False,False,0.655,0.211,0.31
alquiler,1500.0,60.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4146474,-3.4384153,1,True,False,False,False,1.056,0.693,0.603
alquiler,3500.0,160.0,4,3,flat,desconocido,Cantabria,Laredo,Centro,43.4101544,-3.4147591,6,True,True,False,False,2.769,0.197,0.174
alquiler,3500.0,225.0,3,4,chalet,terracedHouse,Cantabria,Laredo,El Puntal,43.4213277,-3.4478837,desconocido,False,False,True,False,0.388,0.275,1.653
alquiler,1360.0,40.0,0,1,flat,studio,Cantabria,Laredo,El Puntal,43.4237215,-3.4487591,1,True,True,False,False,0.396,0.533,1.906
alquiler,1200.0,215.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3622059,-3.2504722,desconocido,False,False,False,False,3.369,1.643,2.799
alquiler,650.0,95.0,2,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.4056465,-3.4874594,bj,True,False,True,False,3.155,1.794,0.714
alquiler,3300.0,80.0,2,1,flat,desconocido,Cantabria,Laredo,Centro,43.4121402,-3.4135452,3,False,True,True,False,2.746,0.101,0.057
alquiler,1400.0,190.0,4,3,chalet,independantHouse,Cantabria,Voto,desconocido,43.3673493,-3.4914265,desconocido,False,False,False,False,6.624,1.477,2.778
alquiler,700.0,60.0,2,2,flat,desconocido,Cantabria,Limpias,desconocido,43.36234,-3.423537,bj,True,False,True,False,6.911,2.206,0.211
alquiler,2950.0,90.0,3,2,flat,desconocido,Cantabria,Laredo,Centro,43.413189,-3.4141229,5,True,True,False,False,2.653,0.049,0.108
alquiler,2000.0,80.0,2,2,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4197968,-3.4441442,5,True,True,False,False,0.387,0.112,1.334
alquiler,900.0,80.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.381169,-3.2283158,2,True,True,True,False,0.658,0.462,0.458
alquiler,650.0,35.0,0,1,flat,studio,Cantabria,Laredo,Zona Playa,43.4168222,-3.4370401,2,False,True,False,False,0.906,0.748,0.789
alquiler,2800.0,155.0,4,2,chalet,desconocido,Cantabria,Laredo,El Puntal,43.425426,-3.4494375,desconocido,False,False,True,False,0.508,0.726,1.744
alquiler,4500.0,130.0,4,2,flat,desconocido,Cantabria,Laredo,Carlos V,43.4063361,-3.4230693,1,True,True,True,False,2.525,0.561,0.495
alquiler,2250.0,80.0,2,2,flat,desconocido,Cantabria,Laredo,Centro,43.4103678,-3.4171095,2,False,True,False,False,2.596,0.186,0.137
alquiler,1200.0,70.0,2,1,flat,desconocido,Cantabria,Laredo,Centro,43.4065904,-3.4182975,1,False,False,False,False,2.778,0.259,0.132
alquiler,7000.0,221.0,4,4,chalet,independantHouse,Cantabria,Laredo,Carlos V,43.4098484,-3.4204002,desconocido,False,False,True,False,2.414,0.308,0.377
alquiler,1400.0,48.0,2,1,flat,desconocido,Cantabria,Laredo,Centro,43.4121396,-3.4167345,3,False,False,False,False,2.519,0.129,0.099
alquiler,850.0,61.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Playa Ostende,43.3870308,-3.2267886,en,True,True,True,False,0.076,0.581,0.501
alquiler,2800.0,60.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4099652,-3.4358646,14,True,True,False,False,1.616,0.273,0.089
alquiler,3300.0,75.0,2,2,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4191862,-3.4406231,5,True,True,False,False,0.526,0.396,1.134
alquiler,3200.0,70.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.416066,-3.4385664,2,True,True,False,False,0.91,0.681,0.749
alquiler,2200.0,184.0,4,3,flat,desconocido,Cantabria,Laredo,Centro,43.4119016,-3.4129913,4,True,True,False,False,2.798,0.152,0.107
alquiler,1400.0,120.0,3,3,chalet,independantHouse,Cantabria,Guriezo,desconocido,43.354347,-3.3250327,desconocido,False,False,False,False,5.175,1.382,0.812
alquiler,1200.0,158.0,3,3,chalet,independantHouse,Cantabria,Limpias,desconocido,43.3832413,-3.4088521,desconocido,False,False,False,False,4.501,2.905,2.628
alquiler,1100.0,50.0,1,1,flat,desconocido,Cantabria,Laredo,El Puntal,43.4253439,-3.4481023,2,True,True,False,False,0.411,0.677,1.784
alquiler,2500.0,120.0,3,2,flat,desconocido,Cantabria,Laredo,El Puntal,43.4255649,-3.4471857,8,False,True,False,False,0.368,0.682,1.777
alquiler,3800.0,70.0,3,2,flat,desconocido,Cantabria,Laredo,El Puntal,43.4279557,-3.4480111,4,True,True,False,False,0.618,0.955,1.503
alquiler,2500.0,140.0,3,2,chalet,independantHouse,Cantabria,Voto,desconocido,43.3290402,-3.5054913,desconocido,False,False,True,False,10.974,2.847,1.64
alquiler,1700.0,75.0,3,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4204466,-3.4425715,3,True,True,False,False,0.332,0.256,1.329
alquiler,1500.0,396.0,3,3,chalet,independantHouse,Cantabria,Barcena de Cicero,desconocido,43.3937463,-3.4746284,desconocido,False,False,True,False,3.395,0.116,1.446
alquiler,550.0,55.0,2,1,flat,desconocido,Cantabria,Ramales de la Victoria,desconocido,43.2765286,-3.4366919,1,True,False,False,False,16.058,0.065,3.461
alquiler,1300.0,60.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4097911,-3.4367811,13,True,True,False,False,1.605,0.348,0.163
alquiler,800.0,80.0,3,2,flat,desconocido,Cantabria,Colindres,desconocido,43.3952984,-3.447149,bj,True,False,False,False,2.846,0.25,0.339
alquiler,1200.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Playa Ostende,43.3921976,-3.2255864,3,True,True,True,False,0.599,0.997,1.001
alquiler,2200.0,65.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4103974,-3.4384368,14,True,True,False,False,1.498,0.481,0.301
alquiler,1600.0,65.0,1,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4196252,-3.4422098,3,False,True,False,False,0.428,0.266,1.235
alquiler,3200.0,47.0,1,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4106988,-3.4381233,7,True,True,True,False,1.474,0.459,0.285
alquiler,1100.0,51.0,1,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4185917,-3.4418476,3,False,True,False,False,0.546,0.314,1.121
alquiler,900.0,80.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3714791,-3.1993552,3,True,True,True,False,0.379,0.565,0.291
alquiler,1000.0,100.0,3,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3809611,-3.2166961,2,True,False,True,False,0.077,0.179,0.174
alquiler,850.0,70.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3693334,-3.2019375,1,True,True,True,False,0.467,0.397,0.031
alquiler,850.0,60.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3729201,-3.2088651,1,True,True,True,False,0.088,0.3,0.137
alquiler,900.0,68.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.383912,-3.2198145,4,True,False,False,False,0.213,0.103,0.057
alquiler,695.0,50.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3842097,-3.2192735,5,True,True,False,False,0.163,0.059,0.016
alquiler,895.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Mamariga,43.3294941,-3.0369974,2,True,False,False,False,1.624,0.088,0.031
alquiler,1600.0,280.0,4,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Brazomar,43.3721463,-3.2176565,desconocido,False,False,True,False,0.497,0.147,0.281
alquiler,1150.0,81.0,2,2,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3274052,-3.0323772,1,True,True,False,False,1.229,0.03,0.185
alquiler,1200.0,90.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3784804,-3.2175719,1,True,True,True,False,0.341,0.214,0.064
alquiler,1000.0,68.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3690207,-3.2035556,bj,True,True,True,False,0.465,0.31,0.151
alquiler,1200.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.32733,-3.0365371,bj,True,False,False,False,1.565,0.164,0.119
alquiler,1100.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3728762,-3.2139638,2,True,True,True,False,0.21,0.34,0.375
alquiler,1700.0,188.0,3,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Samano,43.3577775,-3.2272543,desconocido,False,False,True,False,2.201,0.304,1.323
alquiler,1100.0,150.0,3,2,chalet,terracedHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.348293,-3.2109118,desconocido,False,False,True,False,2.179,1.948,1.536
alquiler,800.0,65.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Playa Ostende,43.387147,-3.2290876,5,True,True,True,False,0.261,0.743,0.631
alquiler,1100.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Playa Ostende,43.390736,-3.2321923,1,True,True,True,False,0.67,1.18,1.094
alquiler,1100.0,160.0,3,2,chalet,terracedHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3455097,-3.2095474,desconocido,False,False,True,False,2.371,2.22,1.853
alquiler,800.0,70.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3719886,-3.2059555,bj,True,True,False,False,0.174,0.118,0.293
alquiler,870.0,60.0,2,2,countryHouse,countryHouse,Cantabria,Liendo,desconocido,43.3967901,-3.3655702,desconocido,False,False,False,False,1.822,4.328,0.853
alquiler,950.0,40.0,1,1,flat,penthouse,Cantabria,Castro-Urdiales,Centro,43.379961,-3.2189908,4,True,True,False,False,0.225,0.094,0.143
alquiler,1500.0,83.0,2,1,flat,desconocido,Vizcaya,Getxo,Sta. María de Getxo,43.3617735,-3.0217199,2,True,True,True,False,0.703,3.526,0.477
alquiler,650.0,41.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3854398,-3.2171986,1,True,False,False,False,0.099,0.161,0.194
alquiler,1800.0,115.0,4,2,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3742301,-3.2150448,4,True,True,False,False,0.225,0.41,0.518
alquiler,750.0,49.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3823775,-3.2187594,3,True,False,False,False,0.155,0.051,0.174
alquiler,1200.0,140.0,3,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.3949757,-3.2482852,desconocido,False,False,False,False,2.024,2.522,2.395
alquiler,950.0,80.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3671411,-3.2169984,1,True,True,True,False,0.883,0.167,0.278
alquiler,1500.0,130.0,3,2,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3190329,-3.0714916,bj,True,False,False,False,3.954,0.336,0.364
alquiler,1200.0,100.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3820456,-3.2189494,9,True,True,True,False,0.15,0.056,0.213
alquiler,4000.0,295.0,4,4,chalet,terracedHouse,Vizcaya,Zierbena,desconocido,43.3491054,-3.1107259,desconocido,False,False,True,False,0.314,0.074,3.149
alquiler,1650.0,180.0,4,3,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3807435,-3.2170177,1,True,True,False,False,0.09,0.181,0.145
alquiler,4000.0,295.0,4,4,chalet,terracedHouse,Vizcaya,Zierbena,desconocido,43.347104,-3.1101188,desconocido,False,False,True,False,0.439,0.223,2.933
alquiler,850.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Brazomar,43.3632314,-3.2164878,bj,True,True,True,False,1.278,0.588,0.385
alquiler,3650.0,200.0,4,3,chalet,independantHouse,Cantabria,Liendo,desconocido,43.3917089,-3.3883482,desconocido,False,False,True,False,2.739,2.983,0.893
alquiler,850.0,65.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3841058,-3.2261254,2,True,True,True,False,0.302,0.408,0.239
alquiler,2000.0,121.0,4,2,flat,duplex,Cantabria,Castro-Urdiales,Brazomar,43.3735341,-3.2144636,2,True,True,True,False,0.197,0.367,0.44
alquiler,850.0,45.0,1,1,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4598282,-3.8170718,4,True,True,False,False,2.556,0.065,0.207
alquiler,800.0,84.0,2,1,flat,desconocido,Cantabria,El Astillero,desconocido,43.3955184,-3.8170882,bj,True,False,False,False,2.938,0.198,0.542
alquiler,800.0,50.0,2,1,flat,desconocido,Cantabria,Santander,Los Castros,43.4705954,-3.7937778,3,True,False,False,False,0.92,0.125,0.186
alquiler,800.0,54.0,2,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4652725,-3.8062113,4,True,False,False,False,1.682,0.114,0.184
alquiler,850.0,80.0,2,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4608941,-3.8101227,5,True,True,False,False,1.985,0.224,0.318
alquiler,950.0,70.0,2,1,flat,desconocido,Cantabria,Santander,Monte,43.472459,-3.8092761,3,True,True,True,False,1.865,0.145,0.243
alquiler,750.0,55.0,2,1,flat,desconocido,Cantabria,Santander,El Sardinero,43.4759646,-3.7912734,4,True,True,False,False,0.365,0.253,0.238
alquiler,850.0,63.0,3,2,flat,desconocido,Cantabria,Santander,Los Castros,43.4713234,-3.7904854,1,True,True,False,False,0.698,0.243,0.051
alquiler,1000.0,50.0,1,1,flat,penthouse,Cantabria,Santander,Puerto Chico,43.4625214,-3.7997648,5,True,True,False,False,1.138,0.159,0.059
alquiler,1000.0,100.0,4,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4611664,-3.8124846,4,True,False,False,False,2.172,0.075,0.257
alquiler,1400.0,91.0,2,2,flat,desconocido,Cantabria,Santander,La Pereda,43.4773555,-3.8035885,1,True,True,True,False,1.326,0.4,0.29
alquiler,1500.0,73.0,3,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4594072,-3.809973,4,True,False,False,False,1.997,0.059,0.211
alquiler,850.0,75.0,2,1,flat,penthouse,Cantabria,El Astillero,desconocido,43.4012477,-3.8227391,8,True,True,False,False,2.463,0.217,0.073
alquiler,850.0,100.0,2,2,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4610704,-3.8209622,5,True,True,False,False,2.414,0.153,0.083
alquiler,900.0,65.0,2,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4627212,-3.8108109,1,True,True,True,False,2.029,0.092,0.211
alquiler,950.0,90.0,2,1,flat,desconocido,Cantabria,Santander,Castilla - Hermida,43.4583749,-3.8078661,5,True,True,False,False,1.857,0.163,0.236
alquiler,950.0,60.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4620295,-3.7878384,2,True,True,False,False,0.193,0.266,0.26
alquiler,950.0,80.0,2,2,flat,duplex,Cantabria,Santander,Centro - Ayuntamiento,43.4632163,-3.809247,7,True,True,False,False,1.904,0.044,0.085
alquiler,890.0,120.0,3,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4693755,-3.7967084,6,True,True,False,False,1.156,0.214,0.331
alquiler,1500.0,138.0,3,2,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4611663,-3.820208,6,True,True,False,False,2.437,0.135,0.137
alquiler,870.0,65.0,2,2,flat,desconocido,Cantabria,Santander,Numancia - San Fernando,43.4616341,-3.8159038,2,True,True,False,False,2.444,0.019,0.129
alquiler,850.0,50.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.4641133,-3.7979778,2,True,True,True,False,1.005,0.099,0.123
alquiler,800.0,55.0,1,1,flat,desconocido,Cantabria,Santander,Puerto Chico,43.462671,-3.7991553,5,True,True,False,False,1.089,0.108,0.073
alquiler,1500.0,80.0,2,1,flat,desconocido,Cantabria,Santander,El Sardinero,43.4781501,-3.7940695,2,True,True,False,False,0.566,0.272,0.121
alquiler,940.0,88.0,3,2,flat,desconocido,Cantabria,Santander,Los Castros,43.4712382,-3.7921481,7,True,True,True,False,0.788,0.169,0.071
alquiler,1300.0,108.0,3,2,flat,desconocido,Cantabria,Santander,Valdenoja,43.4798159,-3.7959244,5,True,True,True,False,0.76,0.279,0.343
alquiler,780.0,74.0,2,1,flat,desconocido,Cantabria,El Astillero,desconocido,43.402996,-3.8186279,2,True,False,False,False,2.162,0.388,0.205
alquiler,850.0,91.0,3,1,flat,desconocido,Cantabria,Santander,Los Castros,43.4686402,-3.8079422,bj,True,False,False,False,1.913,0.15,0.196
alquiler,1200.0,180.0,4,3,chalet,terracedHouse,Cantabria,El Astillero,desconocido,43.3946937,-3.8162965,desconocido,False,False,True,False,3.017,0.098,0.616
alquiler,850.0,77.0,2,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4632016,-3.8178891,1,True,True,False,False,2.364,0.13,0.058
alquiler,1400.0,117.0,4,1,flat,desconocido,Cantabria,Santander,Centro - Ayuntamiento,43.4645736,-3.8065961,5,True,True,False,False,1.701,0.11,0.121
alquiler,575.0,40.0,1,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4590187,-3.823486,bj,True,False,False,False,2.521,0.075,0.052
alquiler,1000.0,151.0,3,1,chalet,terracedHouse,Cantabria,Camargo,Maliaño,43.4179835,-3.8327744,desconocido,False,False,False,False,1.854,0.665,0.46
alquiler,1100.0,110.0,3,3,chalet,semidetachedHouse,Cantabria,Guarnizo,desconocido,43.4022204,-3.8498426,desconocido,False,False,True,False,3.844,0.867,0.731
alquiler,900.0,92.0,3,2,flat,desconocido,Cantabria,Camargo,Maliaño,43.4161877,-3.8435871,3,True,True,False,False,2.75,0.103,0.266
alquiler,1200.0,65.0,2,1,flat,penthouse,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4439875,-3.8496116,4,True,True,False,False,4.001,0.237,0.294
alquiler,850.0,100.0,2,2,flat,desconocido,Cantabria,Santander,General Dávila,43.4600847,-3.8239246,bj,True,False,False,False,2.399,0.055,0.156
alquiler,850.0,55.0,1,1,flat,desconocido,Cantabria,Santander,Monte,43.4716,-3.8260744,bj,True,False,False,False,1.225,0.342,0.228
alquiler,1000.0,111.0,3,2,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4402285,-3.8403506,2,True,True,True,False,3.198,0.21,0.415
alquiler,1200.0,40.0,1,1,flat,desconocido,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4512531,-3.8658014,2,True,False,False,False,3.04,0.824,0.596
alquiler,900.0,64.0,2,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4574927,-3.8237943,6,True,True,False,False,2.667,0.244,0.084
alquiler,1800.0,108.0,3,3,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.458547,-3.8259236,7,True,True,False,False,2.496,0.109,0.161
alquiler,1100.0,80.0,3,2,flat,desconocido,Cantabria,Camargo,Muriedas,43.4150228,-3.851404,2,True,True,False,False,3.395,0.531,0.214
alquiler,750.0,90.0,3,1,flat,desconocido,Cantabria,Santander,General Dávila,43.4631371,-3.8299765,3,True,True,False,False,1.909,0.308,0.118
alquiler,850.0,68.0,1,1,flat,desconocido,Cantabria,Santander,Cuatro Caminos,43.4600418,-3.8269231,4,True,True,False,False,2.312,0.099,0.228
