tipo_operacion,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
venta,169000.0,75.0,2,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.4218001,-3.5250976,1,True,True,True,False,5.737,0.302,1.979
venta,230000.0,86.0,3,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4452879,-3.4562396,4,True,True,False,False,0.672,0.244,0.139
venta,495000.0,170.0,4,2,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4208088,-3.4440988,5,False,True,True,False,0.275,0.179,1.426
venta,169000.0,90.0,3,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.423205,-3.5158903,2,True,True,True,False,5.001,0.529,1.602
venta,450000.0,406.0,4,3,chalet,independantHouse,Cantabria,Solorzano,desconocido,43.3819854,-3.5875881,desconocido,False,False,True,False,11.6,3.89,1.496
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4044268,-3.2981593,desconocido,False,False,False,False,0.338,4.607,5.63
venta,202000.0,53.0,1,1,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,2,True,True,False,True,0.384,0.481,0.749
venta,230000.0,88.0,3,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4441501,-3.456214,4,True,True,False,False,0.549,0.129,0.105
venta,104000.0,72.0,3,1,flat,desconocido,Cantabria,Santoña,desconocido,43.4405482,-3.4591634,1,True,False,False,False,0.248,0.166,0.323
venta,260000.0,80.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3844473,-3.2210687,2,True,False,False,False,0.246,0.067,0.14
venta,173000.0,73.0,2,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.3931135,-3.473316,3,True,True,False,False,3.407,0.016,1.365
venta,173000.0,73.0,2,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.3931135,-3.473316,3,True,True,False,False,3.407,0.016,1.365
venta,210000.0,70.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4137419,-3.4367683,3,True,True,True,False,1.206,0.529,0.455
venta,230000.0,86.0,3,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4439251,-3.4558374,4,True,True,False,False,0.517,0.091,0.09
venta,125000.0,74.0,2,2,flat,desconocido,Cantabria,Solorzano,desconocido,43.3795543,-3.5897513,1,True,True,True,False,11.864,4.196,1.748
venta,176000.0,82.0,2,2,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.3899416,-3.4685524,2,True,True,True,False,3.581,0.532,1.209
venta,198000.0,130.0,4,2,flat,desconocido,Cantabria,Escalante,desconocido,43.4372514,-3.5144599,1,True,False,True,False,4.011,0.125,0.077
venta,249000.0,93.0,3,2,flat,desconocido,Cantabria,Noja,Tregadín,43.4798402,-3.5256336,2,True,True,True,False,0.885,0.029,0.253
venta,230000.0,86.0,3,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4465065,-3.4565444,4,True,True,False,False,0.81,0.381,0.13
venta,199900.0,80.0,2,1,flat,desconocido,Cantabria,Colindres,desconocido,43.3934854,-3.45131,1,True,True,False,False,3.0,0.1,0.097
venta,249000.0,70.0,2,1,flat,desconocido,Cantabria,Noja,Palacio,43.4838797,-3.5299483,desconocido,False,True,True,False,0.985,0.106,0.343
venta,220000.0,58.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3827778,-3.2244599,3,True,True,False,False,0.464,0.269,0.099
venta,128000.0,75.0,2,1,flat,desconocido,Cantabria,Hazas de Cesto,desconocido,43.4223529,-3.5740141,2,True,False,True,False,7.792,0.731,3.295
venta,87000.0,75.0,3,1,flat,desconocido,Cantabria,Santoña,desconocido,43.447657,-3.4587362,bj,True,False,False,False,0.962,0.568,0.073
venta,330000.0,233.0,3,3,chalet,independantHouse,Cantabria,Hazas de Cesto,desconocido,43.4206074,-3.5737498,desconocido,False,False,True,False,7.933,0.549,3.127
venta,306000.0,75.0,2,2,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,3,True,True,False,True,0.384,0.481,0.749
venta,114000.0,82.0,3,1,flat,desconocido,Cantabria,Santoña,desconocido,43.4394945,-3.4574704,bj,False,False,False,False,0.068,0.244,0.22
venta,83000.0,100.0,4,1,flat,desconocido,Cantabria,Santoña,desconocido,43.449773,-3.4554121,4,True,False,False,False,1.158,0.73,0.212
venta,177000.0,66.0,2,1,flat,duplex,Cantabria,Noja,Tregadín,43.4789765,-3.5230241,3,True,False,True,False,0.658,0.213,0.483
venta,349000.0,180.0,5,3,chalet,desconocido,Cantabria,Arnuero,desconocido,43.4597276,-3.5400901,desconocido,False,False,True,False,2.852,0.51,1.08
venta,498000.0,140.0,3,2,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4156891,-3.4413348,7,True,True,False,False,0.868,0.546,0.832
venta,420000.0,460.0,5,3,countryHouse,casaDePueblo,Cantabria,Noja,El Arco-Rota-Fonegra,43.474606,-3.5232057,desconocido,False,False,False,False,0.75,0.617,0.824
venta,220000.0,87.0,2,1,flat,desconocido,Cantabria,Laredo,Centro,43.4100776,-3.4102541,2,True,False,False,False,2.442,0.446,0.305
venta,370000.0,284.0,3,3,chalet,independantHouse,Cantabria,Liendo,desconocido,43.3897482,-3.3882459,desconocido,False,False,True,False,2.884,3.132,0.96
venta,133500.0,80.0,2,1,flat,penthouse,Cantabria,Ampuero,desconocido,43.3441341,-3.4115075,3,True,False,False,False,7.072,0.428,0.252
venta,370000.0,75.0,3,1,flat,desconocido,Cantabria,Laredo,Centro,43.4131686,-3.4145624,2,True,True,False,False,2.622,0.043,0.109
venta,360000.0,189.0,5,2,chalet,terracedHouse,Cantabria,Laredo,Zona Playa,43.4172439,-3.4460994,desconocido,False,False,True,False,0.694,0.262,1.225
venta,279000.0,205.0,4,2,chalet,semidetachedHouse,Cantabria,Ampuero,desconocido,43.3491567,-3.4146601,desconocido,False,False,True,False,7.512,0.706,0.574
venta,195000.0,273.0,7,2,chalet,independantHouse,Cantabria,Guriezo,desconocido,43.3461571,-3.3266904,desconocido,False,False,False,False,6.091,2.271,1.131
venta,375000.0,82.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3821637,-3.22357,3,True,True,True,False,0.517,0.174,0.121
venta,173000.0,75.0,2,2,flat,penthouse,Cantabria,Barcena de Cicero,desconocido,43.3931135,-3.473316,3,True,True,False,False,3.407,0.016,1.365
venta,349000.0,161.0,5,3,chalet,independantHouse,Cantabria,Arnuero,desconocido,43.4617793,-3.544334,desconocido,False,False,True,False,2.962,0.281,0.825
venta,240000.0,80.0,2,1,flat,desconocido,Cantabria,Laredo,Zona Playa,43.4105103,-3.4316173,1,True,True,False,False,1.731,0.082,0.198
venta,840000.0,350.0,5,4,chalet,independantHouse,Cantabria,Isla,desconocido,43.4763459,-3.5421203,desconocido,False,False,True,False,1.704,1.26,1.231
venta,159000.0,54.0,2,1,flat,desconocido,Cantabria,Laredo,Centro,43.4102634,-3.4101971,3,False,False,False,False,2.432,0.441,0.32
venta,131900.0,69.0,2,1,flat,desconocido,Cantabria,Barcena de Cicero,desconocido,43.39509,-3.47434,2,True,False,False,False,3.254,0.232,1.391
venta,177000.0,60.0,2,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4466563,-3.4558654,1,True,True,True,True,0.817,0.386,0.124
venta,160000.0,54.0,2,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4466563,-3.4558654,bj,True,True,True,True,0.817,0.386,0.124
venta,185600.0,68.0,2,2,flat,desconocido,Cantabria,Argoños,desconocido,43.4567338,-3.5004709,2,True,True,True,True,1.633,1.06,0.514
venta,243000.0,70.0,2,2,flat,desconocido,Cantabria,Noja,Ris,43.486261,-3.528598,1,True,True,True,True,0.705,0.129,0.582
venta,240000.0,70.0,2,2,flat,desconocido,Cantabria,Noja,Ris,43.486261,-3.528598,1,True,True,True,True,0.705,0.129,0.582
venta,229000.0,65.0,2,1,flat,desconocido,Cantabria,Noja,Ris,43.4904964,-3.5216379,bj,False,False,False,False,0.394,0.309,1.181
venta,176000.0,65.0,3,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,bj,True,True,False,True,8.111,0.041,1.268
venta,256000.0,69.0,2,1,flat,desconocido,Cantabria,Noja,Palacio,43.4834885,-3.5299067,bj,True,True,True,False,1.027,0.065,0.302
venta,360000.0,189.0,5,2,chalet,terracedHouse,Cantabria,Laredo,Zona Playa,43.417614,-3.4431533,desconocido,False,False,True,False,0.632,0.287,1.091
venta,168000.0,82.0,2,2,flat,desconocido,Cantabria,Voto,desconocido,43.3575164,-3.4967519,2,True,True,True,False,7.795,0.327,1.607
venta,372000.0,238.0,5,3,chalet,independantHouse,Cantabria,Voto,desconocido,43.3362398,-3.5559451,desconocido,False,False,True,False,10.756,5.192,4.449
venta,660000.0,248.0,4,3,chalet,semidetachedHouse,Cantabria,Laredo,El Puntal,43.4230339,-3.4451532,desconocido,False,False,True,False,0.105,0.387,1.682
venta,139000.0,44.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4057239,-3.2993347,1,True,True,False,False,0.395,4.714,5.537
venta,135000.0,115.0,1,2,chalet,desconocido,Cantabria,Argoños,desconocido,43.4586796,-3.4936401,desconocido,False,False,False,False,1.453,0.565,0.428
venta,130000.0,80.0,2,1,flat,desconocido,Cantabria,Colindres,desconocido,43.397505,-3.4517063,2,True,False,False,False,2.552,0.126,0.319
venta,430000.0,230.0,4,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Samano,43.3600305,-3.2325561,desconocido,False,False,True,False,2.282,0.262,1.625
venta,440000.0,174.0,4,2,chalet,independantHouse,Cantabria,Guriezo,desconocido,43.3543286,-3.3247818,desconocido,False,False,True,False,5.176,1.375,0.832
venta,230000.0,64.0,2,2,flat,desconocido,Cantabria,Noja,Palacio,43.4859972,-3.5314311,1,True,True,True,False,0.799,0.154,0.607
venta,230000.0,90.0,3,2,flat,desconocido,Cantabria,Santoña,desconocido,43.446144,-3.4549749,5,True,True,False,False,0.753,0.328,0.19
venta,139000.0,60.0,1,1,flat,desconocido,Cantabria,Voto,desconocido,43.356097,-3.494236,3,True,True,True,False,7.85,0.246,1.525
venta,310000.0,154.0,2,2,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,bj,True,True,False,True,0.384,0.481,0.749
venta,397000.0,78.0,3,2,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,2,True,True,False,True,0.384,0.481,0.749
venta,420000.0,156.0,4,2,flat,desconocido,Cantabria,Laredo,Centro,43.4095802,-3.4167602,9,True,True,False,False,2.668,0.099,0.206
venta,160000.0,200.0,4,2,flat,desconocido,Cantabria,Liendo,desconocido,43.39421,-3.38212,bj,True,False,False,False,2.258,3.241,0.371
venta,372000.0,238.0,5,3,chalet,independantHouse,Cantabria,Voto,desconocido,43.3275433,-3.5082699,desconocido,False,False,True,False,7.082,3.07,1.854
venta,349000.0,201.0,5,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.39831,-3.2568,desconocido,False,False,True,False,2.805,3.304,3.175
venta,249000.0,117.0,3,1,flat,desconocido,Cantabria,Noja,Ris,43.4899332,-3.523348,2,True,False,True,False,0.419,0.248,1.067
venta,415000.0,250.0,4,3,chalet,terracedHouse,Cantabria,Castro-Urdiales,Samano,43.3585622,-3.2328653,desconocido,False,False,True,False,2.416,0.164,1.732
venta,172000.0,85.0,3,1,flat,desconocido,Cantabria,Ampuero,desconocido,43.3426267,-3.4169745,2,True,True,True,False,6.764,0.05,0.221
venta,195000.0,76.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.3944633,-3.3236198,1,True,True,True,False,0.716,3.283,3.736
venta,480000.0,340.0,5,4,chalet,independantHouse,Cantabria,Argoños,desconocido,43.4574898,-3.4981657,desconocido,False,False,True,False,1.538,0.881,0.406
venta,372000.0,238.0,5,2,chalet,independantHouse,Cantabria,Voto,desconocido,43.3341395,-3.557506,desconocido,False,False,False,False,10.743,5.4,4.621
venta,680000.0,580.0,5,5,chalet,independantHouse,Cantabria,Arnuero,desconocido,43.4669797,-3.5380219,desconocido,False,False,True,False,2.212,0.325,1.571
venta,135000.0,270.0,6,5,chalet,desconocido,Cantabria,Argoños,desconocido,43.4527929,-3.4939367,desconocido,False,False,False,False,2.089,0.67,0.241
venta,43000.0,73.0,3,1,flat,desconocido,Cantabria,Hazas de Cesto,desconocido,43.4197342,-3.5742447,bj,True,False,False,False,8.035,0.445,3.023
venta,130000.0,45.0,1,1,flat,desconocido,Cantabria,Ramales de la Victoria,desconocido,43.2792768,-3.4370913,bj,True,True,True,False,0.8,0.246,3.176
venta,248500.0,110.0,3,2,flat,desconocido,Cantabria,Argoños,desconocido,43.4572633,-3.5040527,2,True,True,False,True,1.634,1.352,0.805
venta,335000.0,93.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3803643,-3.2271967,bj,True,True,True,False,0.725,0.372,0.443
venta,182000.0,68.0,2,2,flat,desconocido,Cantabria,Argoños,desconocido,43.4567338,-3.5004709,1,True,True,True,True,1.633,1.06,0.514
venta,1650000.0,500.0,5,5,chalet,independantHouse,Cantabria,Noja,Ris,43.4898829,-3.5223073,desconocido,False,False,True,False,0.439,0.321,1.096
venta,335000.0,196.0,4,2,chalet,independantHouse,Cantabria,Argoños,desconocido,43.4606454,-3.511483,desconocido,False,False,True,False,1.602,1.975,1.503
venta,412000.0,189.0,4,2,chalet,terracedHouse,Cantabria,Laredo,Zona Playa,43.4161813,-3.4450895,desconocido,False,False,True,False,0.795,0.377,1.086
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4028473,-3.2965473,desconocido,False,False,False,False,0.371,4.488,5.763
venta,182000.0,61.0,2,2,flat,desconocido,Cantabria,Santoña,desconocido,43.4466563,-3.4558654,1,True,True,True,True,0.817,0.386,0.124
venta,580000.0,151.0,4,3,flat,desconocido,Cantabria,Noja,Ris,43.4917457,-3.5223428,1,False,True,True,False,0.244,0.192,1.284
venta,385000.0,78.0,3,2,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,1,True,True,False,True,0.384,0.481,0.749
venta,195000.0,55.0,1,1,flat,desconocido,Cantabria,Noja,Tregadín,43.4784886,-3.5196959,1,True,True,False,True,0.384,0.481,0.749
venta,138000.0,42.0,1,1,flat,desconocido,Cantabria,Laredo,El Puntal,43.4269406,-3.4485569,bj,True,True,False,False,0.555,0.857,1.604
venta,205000.0,60.0,2,1,flat,desconocido,Cantabria,Noja,Ris,43.4860065,-3.5297481,4,True,True,True,False,0.752,0.098,0.565
venta,395000.0,188.0,4,2,chalet,terracedHouse,Cantabria,Laredo,El Puntal,43.4278627,-3.4496472,desconocido,False,False,True,False,0.69,0.982,1.479
venta,199000.0,296.0,6,3,chalet,desconocido,Cantabria,Limpias,desconocido,43.386016,-3.414042,desconocido,False,False,False,False,4.204,2.533,2.281
venta,240000.0,91.0,2,1,flat,desconocido,Cantabria,Colindres,desconocido,43.3990561,-3.4464544,bj,True,True,False,False,2.451,0.241,0.646
venta,372000.0,250.0,4,3,chalet,independantHouse,Cantabria,Voto,desconocido,43.3359713,-3.5485746,desconocido,False,False,False,False,10.239,4.658,3.871
venta,249000.0,180.0,3,2,chalet,semidetachedHouse,Cantabria,Santoña,desconocido,43.457198,-3.485193,desconocido,False,False,False,False,1.605,0.088,0.803
venta,153000.0,65.0,2,1,flat,desconocido,Cantabria,Laredo,El Callejo - La Pesquera - La Arenosa,43.4054363,-3.4112627,11,True,True,True,False,2.683,0.584,0.282
venta,159000.0,66.0,3,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,1,True,True,False,True,8.111,0.041,1.268
venta,169000.0,57.0,2,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,bj,True,True,False,True,8.111,0.041,1.268
venta,295000.0,87.0,2,1,flat,desconocido,Cantabria,Laredo,El Puntal,43.4277085,-3.448075,2,True,False,True,False,0.598,0.93,1.529
venta,225000.0,70.0,2,1,flat,desconocido,Cantabria,Noja,Ris,43.4912789,-3.5290518,2,True,False,True,False,0.199,0.269,1.141
venta,142000.0,100.0,3,2,flat,desconocido,Cantabria,Beranga,desconocido,43.4168236,-3.5751912,desconocido,False,False,True,False,8.342,0.117,2.699
venta,700000.0,350.0,10,4,chalet,desconocido,Cantabria,Noja,Helgueras,43.4719818,-3.5061183,desconocido,False,False,True,False,0.646,1.784,2.053
venta,179800.0,108.0,2,2,flat,duplex,Cantabria,Ampuero,desconocido,43.34154,-3.41781,3,True,True,True,False,6.628,0.003,0.341
venta,350000.0,248.0,6,3,chalet,independantHouse,Cantabria,Barcena de Cicero,desconocido,43.4113684,-3.4860748,desconocido,False,False,False,False,2.771,2.272,0.278
venta,1300000.0,1750.0,6,3,countryHouse,casale,Cantabria,Guriezo,desconocido,43.3639111,-3.3185873,bj,False,False,True,False,4.119,0.202,1.708
venta,675000.0,250.0,4,4,chalet,semidetachedHouse,Cantabria,Laredo,El Puntal,43.4217584,-3.4440744,desconocido,False,False,True,False,0.169,0.27,1.516
venta,85000.0,240.0,4,2,countryHouse,countryHouse,Cantabria,Guriezo,desconocido,43.3718173,-3.3282905,desconocido,False,False,False,False,3.262,1.161,2.023
venta,132000.0,70.0,2,1,flat,desconocido,Cantabria,Beranga,desconocido,43.4130219,-3.5783129,4,False,False,False,False,8.832,0.375,2.208
venta,360000.0,106.0,3,2,flat,desconocido,Cantabria,Laredo,Centro,43.4082598,-3.4197196,2,True,True,False,False,2.569,0.231,0.229
venta,799000.0,511.0,5,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3673218,-3.2494582,desconocido,False,False,True,False,2.886,1.819,2.532
venta,559900.0,349.0,5,4,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3501824,-3.2376402,desconocido,False,False,True,False,3.377,1.017,2.46
venta,550000.0,213.0,4,2,countryHouse,casaDePueblo,Cantabria,Escalante,desconocido,43.4378083,-3.5149371,desconocido,False,False,False,False,3.965,0.197,0.114
venta,225000.0,60.0,2,1,flat,desconocido,Cantabria,Noja,Ris,43.4880552,-3.5279015,2,True,True,False,False,0.5,0.211,0.781
venta,247000.0,284.0,4,3,chalet,independantHouse,Cantabria,Barcena de Cicero,desconocido,43.4116993,-3.5096057,desconocido,False,False,False,False,4.587,1.687,1.629
venta,335000.0,209.0,4,2,chalet,semidetachedHouse,Cantabria,Argoños,desconocido,43.4549994,-3.4937641,desconocido,False,False,True,False,1.85,0.543,0.07
venta,145000.0,45.0,1,1,flat,desconocido,Cantabria,Santoña,desconocido,43.4472445,-3.4575515,1,True,True,True,False,0.906,0.485,0.086
venta,170000.0,81.0,2,1,flat,desconocido,Cantabria,Voto,desconocido,43.3559717,-3.4946287,bj,True,True,True,False,7.876,0.214,1.5
venta,400000.0,80.0,2,1,flat,desconocido,Cantabria,Castro-Urdiales,Playa Ostende,43.3878455,-3.2291977,1,True,True,False,False,0.291,0.792,0.692
venta,165000.0,63.0,3,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,3,True,True,False,True,8.111,0.041,1.268
venta,120000.0,49.0,1,1,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,3,True,True,False,True,8.111,0.041,1.268
venta,167000.0,66.0,3,2,flat,desconocido,Cantabria,Voto,desconocido,43.3541904,-3.496457,2,True,True,False,True,8.118,0.043,1.261
venta,149000.0,59.0,2,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,1,True,True,False,True,8.111,0.041,1.268
venta,157000.0,59.0,2,2,flat,desconocido,Cantabria,Voto,desconocido,43.3542193,-3.4963414,2,True,True,False,True,8.111,0.041,1.268
venta,250000.0,86.0,2,2,flat,desconocido,Cantabria,Colindres,desconocido,43.3908285,-3.4484827,2,True,True,False,False,3.318,0.417,0.335
venta,295000.0,79.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3830837,-3.2231615,1,True,True,True,False,0.47,0.167,0.028
venta,260000.0,86.0,3,2,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3841418,-3.2215492,1,True,False,False,False,0.297,0.05,0.181
venta,234000.0,65.0,2,2,flat,desconocido,Cantabria,Noja,Helgueras,43.4714924,-3.5077606,3,True,True,True,False,0.775,1.7,1.968
venta,234000.0,64.0,2,2,flat,desconocido,Cantabria,Noja,Helgueras,43.4699149,-3.5052427,3,True,True,True,False,0.592,1.966,1.876
venta,228000.0,339.0,0,0,chalet,terracedHouse,Cantabria,Liendo,desconocido,43.3861128,-3.3822182,desconocido,False,False,False,False,3.104,3.765,0.911
venta,220000.0,70.0,2,1,flat,desconocido,Cantabria,Noja,Ris,43.4868956,-3.530427,1,True,False,True,False,0.676,0.039,0.674
venta,225000.0,114.0,2,2,chalet,terracedHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4056073,-3.2978457,desconocido,False,False,False,False,0.276,4.739,5.657
venta,395000.0,188.0,4,2,chalet,terracedHouse,Cantabria,Laredo,El Puntal,43.4278627,-3.4496472,desconocido,False,False,True,False,0.69,0.982,1.479
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4035703,-3.2967249,desconocido,False,False,False,False,0.31,4.558,5.747
venta,299800.0,65.0,2,2,flat,penthouse,Cantabria,Castro-Urdiales,Playa Ostende,43.3919783,-3.2328484,4,True,True,True,False,0.803,1.312,1.234
venta,619900.0,320.0,6,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.4045167,-3.2984644,desconocido,False,False,False,False,0.355,4.608,5.606
venta,115000.0,76.0,3,1,flat,desconocido,Cantabria,Colindres,desconocido,43.396077,-3.4516648,5,True,False,True,False,2.71,0.095,0.198
venta,168000.0,82.0,2,2,flat,desconocido,Cantabria,Voto,desconocido,43.3569003,-3.4946422,2,True,True,False,False,7.783,0.296,1.595
venta,275000.0,81.0,2,2,flat,desconocido,Cantabria,Noja,Ris,43.4859301,-3.5253009,2,True,True,True,True,0.75,0.389,0.596
venta,255000.0,81.0,2,2,flat,desconocido,Cantabria,Noja,Ris,43.4859301,-3.5253009,1,True,True,True,True,0.75,0.389,0.596
venta,530000.0,265.0,5,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Mioño-Santullán,43.3515074,-3.203955,desconocido,False,False,True,False,1.567,2.171,1.343
venta,560000.0,247.0,3,3,chalet,terracedHouse,Cantabria,Castro-Urdiales,Otañes,43.3264494,-3.1931442,desconocido,False,False,True,False,4.148,4.653,4.245
venta,560000.0,247.0,4,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Otañes,43.3271537,-3.1919696,desconocido,False,False,True,False,4.073,4.658,4.208
venta,283000.0,101.0,4,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3811966,-3.2182858,1,True,False,False,False,0.093,0.1,0.209
venta,240000.0,80.0,3,1,flat,desconocido,Vizcaya,Santurtzi,Zona Centro,43.3290145,-3.0337541,5,True,True,False,False,1.357,0.132,0.274
venta,540000.0,507.0,5,5,chalet,independantHouse,Cantabria,Castro-Urdiales,Samano,43.3515966,-3.2281983,desconocido,False,False,True,False,2.834,0.743,1.754
venta,168000.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3274795,-3.0338571,4,True,False,False,False,1.349,0.036,0.173
venta,760000.0,273.0,5,4,chalet,semidetachedHouse,Vizcaya,Getxo,Sta. María de Getxo,43.3653556,-3.0188986,desconocido,False,False,True,False,1.066,3.981,0.135
venta,560000.0,250.0,4,2,chalet,terracedHouse,Cantabria,Castro-Urdiales,Otañes,43.326537,-3.193216,desconocido,False,False,True,False,4.138,4.642,4.234
venta,230000.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3279444,-3.03155,5,True,False,False,False,1.165,0.022,0.139
venta,67000.0,45.0,1,1,flat,desconocido,Cantabria,Castro-Urdiales,Centro,43.3830797,-3.2187365,3,True,False,False,False,0.21,0.116,0.097
venta,449000.0,244.0,3,3,chalet,terracedHouse,Vizcaya,Zierbena,desconocido,43.3429357,-3.0908615,desconocido,False,False,False,False,1.575,1.797,2.735
venta,240000.0,75.0,3,1,flat,desconocido,Vizcaya,Muskiz,desconocido,43.3229607,-3.1134845,6,True,True,False,False,2.646,0.13,0.238
venta,530000.0,360.0,4,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Baltezana-Ontón,43.3392315,-3.1727622,desconocido,False,False,True,False,3.035,4.45,4.021
venta,175000.0,68.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3187936,-3.0750159,2,True,False,False,False,3.946,0.3,0.182
venta,325000.0,94.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Mamariga,43.334572,-3.042092,5,True,True,True,False,2.18,0.268,0.518
venta,165000.0,55.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.3124461,-3.0610364,1,True,False,False,False,3.902,0.47,0.363
venta,178000.0,54.0,2,1,flat,desconocido,Vizcaya,Ortuella,desconocido,43.309122,-3.0514034,4,True,False,False,False,3.413,0.392,0.07
venta,235000.0,65.0,2,1,flat,desconocido,Vizcaya,Santurtzi,Las Viñas,43.3259434,-3.0356607,4,True,True,False,False,1.499,0.116,0.176
venta,523000.0,106.0,3,2,flat,desconocido,Vizcaya,Santurtzi,Zona Centro,43.3287553,-3.0339469,2,True,True,False,False,1.368,0.106,0.267
venta,345000.0,90.0,2,1,chalet,semidetachedHouse,Vizcaya,Ortuella,desconocido,43.3123788,-3.0643621,desconocido,False,False,True,False,4.151,0.719,0.61
venta,175000.0,68.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3174749,-3.0744407,2,True,False,False,False,4.097,0.149,0.075
venta,349000.0,220.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Baltezana-Ontón,43.352551,-3.173962,desconocido,False,False,True,False,1.755,3.321,2.947
venta,595000.0,150.0,4,2,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3293977,-3.0343964,6,True,True,True,False,1.415,0.125,0.213
venta,175000.0,65.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3201932,-3.0769063,2,True,False,False,False,3.781,0.511,0.22
venta,175000.0,70.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3203526,-3.0765584,2,True,False,False,False,3.765,0.512,0.187
venta,620000.0,131.0,3,2,flat,desconocido,Vizcaya,Santurtzi,La Txitxarra - Murrieta - Parke Santurtzi,43.3289407,-3.0312202,3,True,True,True,False,1.153,0.131,0.145
venta,483000.0,250.0,4,4,chalet,terracedHouse,Cantabria,Castro-Urdiales,Brazomar,43.3735382,-3.2166995,desconocido,False,False,True,False,0.368,0.298,0.439
venta,300000.0,100.0,2,2,flat,desconocido,Cantabria,Castro-Urdiales,Cotolino,43.3728506,-3.2029699,2,True,True,True,False,0.067,0.342,0.372
venta,175000.0,68.0,2,1,flat,desconocido,Vizcaya,Gallarta,desconocido,43.3201504,-3.0763365,2,True,False,False,False,3.789,0.483,0.188
