id,tipo_inmueble,titulo,municipio,zona,precio_mensual_eur,habitaciones,superficie_m2,planta,exterior,ascensor,garaje_incluido,garaje_opcional,temporada,lujo,vistas_mar,amueblado,observaciones
302,Piso,Numancia-San Fernando,Santander,Numancia-San Fernando,900,3,95,3,1,0,0,0,0,0,0,null,
303,Piso,Numancia-San Fernando,Santander,Numancia-San Fernando,2000,3,164,9,1,1,0,0,0,0,0,null,
304,Dúplex,Maliaño,Camargo,Maliaño,1600,4,232,3,1,1,0,0,0,0,1,null,
305,Piso,Numancia-San Fernando,Santander,Numancia-San Fernando,1100,2,88,3,1,1,0,0,0,0,0,null,
306,Piso,Calle Somorrostro,Santander,Centro-Ayuntamiento,750,1,60,3,1,1,0,0,0,0,0,null,
307,Piso,Calle San Fernando,Santander,Numancia-San Fernando,850,2,100,5,1,1,0,0,0,0,0,null,
308,Piso,General Dávila,Santander,General Dávila,875,2,70,2,1,0,0,0,0,0,0,null,
309,Ático,Barrio Alto de Torres,Torrelavega,,900,2,160,1,1,0,1,0,0,0,0,null,
310,Piso,Calle Los Caseríos,Castro-Urdiales,Centro,950,2,65,2,1,1,1,0,1,0,0,null,Temporal
311,Piso,Avenida Francisco Giner de los Ríos 26,San Vicente de la Barquera,,800,1,53,1,1,1,0,0,1,0,0,1,Temporal
312,Piso,Avenida de los Castros 30,Santander,El Sardinero,1300,4,100,3,1,0,1,0,1,0,1,1,Estudiantes medicina
313,Piso,Plaza de Viares 5,Suances,,1000,2,60,2,1,1,1,0,1,0,1,1,Temporal
314,Piso,Calle Andrés del Río 1,Santander,Puerto Chico,1400,3,100,1,1,1,0,1,1,0,0,1,Curso escolar
315,Piso,Val de San Vicente (Unquera),Val de San Vicente,,650,3,80,3,1,0,0,0,0,0,0,1,
316,Piso,Calle Zancajo Osorio 2,Santander,Castilla-Hermida,750,2,70,6,1,1,0,0,1,0,0,1,Temporal estudiantes
317,Casa rural,Barrio Los Prados 39,Liérganes,,3000,4,150,null,null,null,1,0,1,1,0,1,Lujo
318,Piso,Calle Ardigales 25,Castro-Urdiales,Centro,790,2,60,2,1,0,0,0,1,0,0,1,Temporal
319,Piso,Calle Bonifaz 19,Santander,Puerto Chico,1200,2,80,3,1,0,0,0,1,0,0,1,Temporal
320,Ático,Calle El Puntal 9,Somo,,1700,2,65,3,1,0,1,0,1,0,1,1,Temporal
321,Piso,Avenida de la Libertad 81,Laredo,El Puntal,650,1,55,2,0,0,0,0,1,0,0,1,Vacacional
322,Piso,Calle Guevara,Santander,Centro-Ayuntamiento,700,1,40,5,1,0,0,0,1,0,0,1,Temporal
323,Piso,Calle Somorrostro,Santander,Centro-Ayuntamiento,900,1,65,3,1,1,0,0,0,0,0,0,
324,Piso,Calle Alta 53,Santander,Numancia-San Fernando,900,2,50,5,1,1,0,0,1,0,0,1,Temporal
325,Piso,Paseo de Altamira,Santander,General Dávila,650,2,60,2,1,0,0,0,1,0,0,1,Temporal
326,Piso,Calle Matilde de la Torre 9,El Astillero,,1000,2,80,1,1,1,1,0,0,0,0,1,
327,Piso,Calle Bonifaz 16,Santander,Puerto Chico,800,1,55,5,1,1,0,0,0,0,0,1,Larga estancia
328,Piso,Calle Gravina,Santander,Centro-Ayuntamiento,975,2,91,2,1,0,0,0,0,0,0,0,
329,Piso,Calle Respuela,Santa Cruz de Bezana,Bezana,600,2,65,3,1,1,1,0,1,0,0,1,Temporal
330,Piso,Calle San Martín del Pino,Santander,Peñacastillo,1200,2,65,4,1,1,0,0,0,0,0,1,
331,Piso,Calle Rualasal 17,Santander,Centro-Ayuntamiento,1200,3,100,6,1,1,0,0,0,0,0,1,Larga estancia
332,Piso,Avenida de Cantabria 16,Santander,La Pereda,915,2,72,3,1,1,1,0,0,0,0,1,
333,Piso,Calle Benidorm 2,Santander,Los Castros,950,3,67,3,1,1,0,0,0,0,0,1,
334,Piso,Calle Ría Cubas 1,Somo,,1000,1,52,3,1,1,0,0,0,0,0,1,Larga estancia
335,Piso,Calle Vargas 65,Santander,Cuatro Caminos,950,3,90,2,1,1,0,0,0,0,0,1,
336,Piso,Avenida Pérez Galdós 17,Santander,El Sardinero,1975,3,125,3,1,1,1,0,0,0,0,1,
337,Piso,Calle Castilla 19,Santander,Castilla-Hermida,850,2,65,2,1,1,0,0,0,0,0,1,
338,Piso,Calle Rualasal 11,Santander,Centro-Ayuntamiento,1450,3,115,2,1,1,0,0,0,0,0,1,Larga estancia
339,Piso,Calle Magallanes 36,Santander,Numancia-San Fernando,870,2,85,2,1,1,0,0,0,0,0,1,Larga estancia
340,Piso,Avenida de los Castros 141,Santander,Los Castros,1100,3,90,1,1,1,0,1,0,0,0,1,Larga duración
341,Piso,"Piso en Calle Manuel Cortabitarte Balbín, 8",San Vicente de la Barquera,,950,2,66,3ª,true,false,false,false,true,false,true,,Terraza orientación sur
342,Piso,"Piso en Calle Gutiérrez Solana, 13",Santander,"Alisal - Cazoña - San Román",900,3,90,5ª,true,true,true,false,true,false,false,,Ideal estudiantes
343,Ático,"Ático en Urbanización Puerto Pas, 29",Mogro,,850,2,80,2ª,true,false,true,false,true,false,true,,Primera línea de playa
344,Piso,"Piso en Calle Ría Cubas, 1",Somo,"Ribamontan al Mar",1600,2,80,Bajo,true,false,true,false,true,false,true,,Amplia terraza 35m²
345,Piso,"Piso en Avenida Francisco Giner de los Ríos, 24",San Vicente de la Barquera,,650,1,45,1ª,true,true,false,false,true,false,false,true,Solo temporada baja
346,Piso,"Piso en Barrio la Somadilla, 32 A",Voto,,500,1,55,1ª,true,true,true,false,true,false,false,true,Gran terraza
347,Casa rural,"Casa rural en Los Llanos, s/n",Camaleño,,900,4,120,,true,false,false,false,false,false,false,true,Casa de piedra con jardín
348,Casa independiente,"Casa en Barrio los Tánagos, 5",Val de San Vicente,,470,2,110,,true,false,true,false,true,false,false,true,Jardín, solo docentes invierno
349,Piso,"Piso en Calle Corbanera, 100",Santander,Monte,950,2,55,Bajo,true,false,false,false,true,false,true,true,Gastos incluidos
350,Casa independiente,"Casa en Barrio las Escuelas, 13",Hazas de Cesto,,1100,3,110,,true,false,false,false,true,false,false,true,Disponible octubre-junio
351,Piso,"Piso en Paseo de Trengandín, 8",Noja,Tregadín,700,2,60,1ª,true,false,true,false,true,false,true,true,Vistas al mar
352,Piso,Piso en Calle de la Arnia,Santa Cruz de Bezana,Soto de la Marina,900,2,55,Bajo,si,no,si,no,si,no,no,no,No se alquila para fijo; solo estudiantes o profesionales temporales
353,Casa o chalet independiente,Chalet en Avenida Juan de Herrera,Santa Cruz de Bezana,Maoño,4500,5,514,,si,,si,no,no,si,no,no,Parcela 3000m2 con piscina y barbacoa
354,Casa o chalet independiente,Chalet en Mompía,Santa Cruz de Bezana,Mompia,2000,3,330,,si,,si,no,no,no,no,no,Chalet con terreno y buena conexión a Santander
355,Piso,Piso en Avenida Marqués de Valdecilla,Santa Cruz de Bezana,Soto de la Marina,900,2,80,2ª,si,si,si,no,no,no,no,si,Amueblado y listo para entrar
356,Ático,Ático en Calle la Calleja,Santa Cruz de Bezana,Soto de la Marina,900,3,125,3ª,si,si,si,no,si,no,no,no,Alquiler temporal hasta junio 2026
357,Piso,Piso en Calle de la Arnia,Santa Cruz de Bezana,Soto de la Marina,900,1,60,Entreplanta,si,no,no,no,no,no,no,si,Apartamento amplio y luminoso
358,Piso,Piso en Calle Isla del Castro,Santa Cruz de Bezana,Soto de la Marina,1500,3,120,3ª,si,si,si,no,si,no,no,no,Obra nueva alto standing
359,Ático,Ático en Urbanización Portonovo,Santa Cruz de Bezana,Soto de la Marina,900,2,72,1ª,si,si,si,no,no,no,no,si,Ático amueblado con balcón
360,Casa o chalet independiente,Chalet en Calle Cotero,Santa Cruz de Bezana,Soto de la Marina,1600,4,180,,si,,si,no,si,no,no,no,Temporal hasta junio 2026
361,Piso,Dúplex en Avenida Marqués de Valdecilla,Santa Cruz de Bezana,Soto de la Marina,1100,3,120,1ª,si,no,no,no,no,no,no,si,Dúplex cercano a la playa
362,Piso,Piso en Bezana,Santa Cruz de Bezana,Bezana,1000,3,99,Bajo,si,si,no,no,si,no,no,si,Temporal menos de 1 año
363,Casa o chalet independiente,Chalet en Maoño,Santa Cruz de Bezana,Maoño,2500,3,479,,si,,si,no,no,no,no,no,Gran finca 1227m2
364,Casa o chalet independiente,Chalet en Calle San Vicente,Santa Cruz de Bezana,Maoño,4900,5,300,,si,,si,no,no,si,no,no,Parcela 5000m2 con piscina
365,Casa o chalet independiente,Chalet en Soto de la Marina,Santa Cruz de Bezana,Soto de la Marina,1500,4,240,,si,,si,no,si,no,no,no,Ideal estudiantes hasta junio 2026
366,Casa o chalet independiente,Chalet en Calle Cotero 10,Santa Cruz de Bezana,Soto de la Marina,1995,4,250,,si,,si,no,si,no,no,no,Temporal enero-junio
367,Piso,Piso en Avenida Fernando Saiz,Santa Cruz de Bezana,Soto de la Marina,820,2,65,1ª,si,no,no,no,si,no,no,si,Gastos incluidos
368,Piso,Piso en Avenida Playa San Juan,Santa Cruz de Bezana,Soto de la Marina,700,1,45,Bajo,si,no,no,no,si,no,no,si,Gastos incluidos
369,Casa o chalet independiente,Casa en Avenida Marqués de Valdecilla 28,Santa Cruz de Bezana,Soto de la Marina,900,1,90,,si,,no,no,si,no,no,si,Alquiler mensual máximo
370,Casa o chalet independiente,Casa en Avenida Marqués de Valdecilla 28,Santa Cruz de Bezana,Soto de la Marina,675,1,45,,si,,no,no,si,no,no,si,Gastos incluidos
371,Estudio,Estudio en Avenida Marqués de Valdecilla 149,Santa Cruz de Bezana,Soto de la Marina,900,0,45,Bajo,si,no,no,no,si,no,no,si,Gastos incluidos y limpieza mensual
372,Ático,Ático en Avenida de la Libertad,Santa Cruz de Bezana,Mompia,1025,3,120,5ª,si,si,si,no,no,no,no,no,Frente hospital Mompía terraza 70m2
373,Ático,Ático en Calle Respuela,Santa Cruz de Bezana,Bezana,1025,3,103,2ª,si,si,si,no,no,no,si,no,Vistas al mar terraza 70m2
374,Piso,Piso en Calle Cervantes,Santa Cruz de Bezana,Soto de la Marina,850,2,50,Bajo,si,no,no,no,si,no,no,si,Gastos incluidos
375,Ático,Ático en Calle Isaac Peral,Suances,Suances,2700,3,112,2ª,si,no,si,no,si,no,no,no,Dúplex temporal verano capacidad 8 personas
376,Ático,Ático en Calle Acacio Gutiérrez 138,Suances,Suances,1500,3,128,4ª,si,no,si,no,si,no,si,no,Primera línea mar hasta junio
377,Ático,Ático en Calle Acacio Gutiérrez 138,Suances,Suances,2000,3,128,4ª,si,no,si,no,no,no,si,no,Primera línea mar
378,Piso,Piso en Calle Miguel Delibes 4,Suances,Suances,6500,3,80,1ª,si,si,si,no,si,si,no,no,Reformado 100m playa Concha
379,Dúplex,Dúplex en Avenida de los Menicenses,Miengo,Miengo,900,2,75,1ª,si,si,si,no,no,no,no,no,Cerca Playa Usgo
380,Piso,Piso en Quintana,Suances,Suances,700,2,60,1ª,si,no,no,no,no,no,si,si,Alquiler fijo vistas mar
381,Estudio,Estudio en CL Carral,Suances,Suances,700,1,53,Bajo,si,no,no,no,si,no,no,no,Temporal no vivienda habitual
382,Piso,Piso en Bo Iglesia Liencres,Piélagos,Liencres,900,2,80,Bajo,si,no,no,no,si,no,no,no,Jardín privativo
383,Chalet adosado,Chalet en Avenida de los Menicenses,Miengo,Miengo,1250,4,191,,si,,no,no,si,no,no,no,Temporal octubre-junio
384,Piso,Piso en Cudón,Miengo,Cudon,850,2,70,Bajo,si,no,no,no,no,no,no,no,Disponible fijo o temporal
385,Casa o chalet independiente,Casa en Boo,Piélagos,Boo,950,3,130,,si,,no,no,si,no,no,no,Disponible hasta junio 2026
386,Casa o chalet independiente,Chalet en Mortera,Piélagos,Mortera,1950,4,310,,si,,si,no,no,no,no,no,Alquiler fijo vacío
387,Piso,Piso en Mogro Playa Usil,Miengo,Mogro,750,2,75,Bajo,si,si,si,no,si,no,si,no,Reformado vistas mar
388,Piso,Piso en Calle Quintana 32,Suances,Suances,820,2,70,Bajo,si,si,si,no,si,no,no,no,Jardín 190m2
389,Piso,Piso en Paseo Marina Española 10,Suances,Suances,1200,2,65,1ª,si,no,si,no,si,no,no,no,Primera línea Concha licencia turística
390,Piso,Piso en Cudón,Miengo,Cudon,700,2,79,1ª,si,no,si,no,si,no,no,no,Temporal profesores
391,Casa o chalet independiente,Casa en Barrio San Juan Boo,Piélagos,Boo,1650,3,140,,si,,si,no,no,no,no,no,Parcela 600m2
392,Piso,Piso en Calle Comillas 68,Suances,Suances,600,1,45,1ª,si,no,no,no,si,no,no,si,Octubre-junio
393,Piso,Piso en Barrio la Arena Miengo,Miengo,Miengo,650,2,65,Bajo,si,no,si,no,no,no,no,no,Disponible fijo marzo
394,Casa o chalet independiente,Casa en Calle la Aldea 32,Suances,Suances,1200,1,40,,si,,no,no,si,no,no,no,Verano
395,Piso,Piso en Calle Playa Usil 334,Miengo,Mogro,700,1,50,1ª,si,no,si,no,si,no,si,no,Temporal vistas mar
396,Piso,Piso en Calle Playa Usil 14,Miengo,Mogro,650,1,62,Bajo,si,no,no,no,no,no,no,no,
397,Piso,Piso en Calle Acacio Gutiérrez 130,Suances,Suances,2100,3,110,Bajo,si,no,no,no,si,no,si,no,Primera línea mar
398,Piso,Piso en Barrio Rodil Mortera,Piélagos,Mortera,900,2,85,1ª,si,si,si,no,no,no,no,no,Urbanización con piscina
399,Piso,Piso en Plaza Viares 5,Suances,Suances,1000,2,60,2ª,si,si,si,no,si,no,si,no,Vistas mar 200m playa
400,Piso,Piso en Miguel Delibes 4,Suances,Suances,650,2,70,1ª,si,si,no,no,si,no,no,no,Temporal excepto agosto
401,Piso,Piso en Las Pedregueras 474,Miengo,Mogro,2500,2,61,1ª,si,no,si,no,si,no,no,no,Casa rural piscina
402,Casa o chalet independiente,Chalet en Suances,Suances,Suances,1200,3,200,,si,,si,no,no,no,no,no,Vistas ría San Martin
403,Casa rural,Casa rural en Calle Mies Dehesa 51,Miengo,Miengo,2000,11,540,,si,,si,no,si,no,no,no,Hotel rural
404,Piso,Piso en Miengo Marzán,Miengo,Miengo,675,2,70,1ª,si,no,no,no,no,no,no,no,
405,Piso,Piso en CA-326 Cuchía,Miengo,Cuchia,700,3,103,2ª,si,no,si,no,no,no,no,no,Garaje cerrado
406,Piso,Piso en Suances zona playa,Suances,Suances,650,2,65,1ª,si,si,si,no,si,no,no,no,Temporal septiembre-junio
407,Piso,Piso en Paseo Marina Española 8,Suances,Suances,1200,2,75,2ª,si,si,si,no,si,no,no,no,Frente playa teletrabajo
408,Piso,Piso en Calle Sogandara 4,Suances,Suances,690,2,64,2ª,si,si,si,no,no,no,no,no,
409,Piso,Piso en Playa 2,Suances,Suances,600,2,45,2ª,si,si,no,no,si,no,no,si,Cerca playa Concha
410,Piso,Piso en Calle Playa Usil 532,Miengo,Mogro,750,2,70,1ª,si,no,si,no,si,no,si,no,Vistas mar
411,Piso,Piso en Calle Quintana 104,Suances,Suances,650,2,75,2ª,si,si,si,no,si,no,no,no,Piscina urbanización
412,Piso,Piso en Abra del Pas 1129,Miengo,Mogro,700,2,63,2ª,si,no,si,no,si,no,no,no,Septiembre-junio
413,Chalet pareado,Chalet en Calle Redondo 6,Suances,Suances,700,2,65,,si,,no,no,si,no,no,no,
414,Chalet pareado,Chalet en Calle Redondo 6,Suances,Suances,580,1,60,,si,,no,no,si,no,no,no,
415,Piso,Piso en Calle Comillas 56,Suances,Suances,2000,2,76,3ª,si,no,si,no,si,no,no,no,50m playa
416,Piso,Piso en Calle Quintana 26,Suances,Suances,550,1,40,1ª,si,si,si,no,si,no,no,si,Solo profesores
417,Piso,Piso en AC 136,Suances,Suances,900,2,70,1ª,si,no,no,no,si,no,si,no,Vistas mar
